Date,Title,Sentiment
2011-02-01,"antiquities chief says sites are largely secure timeline: hosni mubarak report says secret jails, run by iraq, stay open red bull takes lead as winter testing begins to cement euro rescue, merkel seeks unity in e.u. devastating earthquake hits haiti diplomatic scramble as ally is pushed to the exit iraq: department of clarification in mexico, massacres and claims of progress baghdad bureau chief answers readers’ questions on iraq",negative
2011-02-02,sex scandals in italy fuel discontent of women street battle over the arab future 'passion investments' capture hearts in mideast young sudanese start protest movement jobs and age reign as risk factors for mideast uprisings premier of jordan holds talks with rivals upheaval puts militants in the lurch egypt’s upheaval hardens israel’s stance on peace locals staff security checkpoints in cairo neighborhoods pro and anti-mubarak demonstrators clash,negative
2011-02-03,"french foreign minister urged to resign police chief is shot dead in mexico merkel, in reversal, urges rescue of euro monster or savior? doctor draws new scrutiny timescast | february 3, 2011 in afghanistan, a lot of luck goes a long way nepal selects a premier, ending a stalemate king moves to widen outreach in jordan clashes continue in egypt many in pakistan fear unrest at home",negative
2011-02-04,"exploding bombs and wounded eyes: from blindness back to patrol palestinian premier sees 'positive change' in unrest munich conference focuses on middle east jordan faces a rising tide of unrest, but few expect a revolt williams team to float on frankfurt stock exchange mclaren launches new car u.s. critical of assembly in somalia in text messages, signs of a rigged sumo fight france to resume search for plane in ’09 crash egyptians muster for new day of protests",negative
2011-02-05,"protest threats derail bush speech in switzerland egypt stability hinges on a divided military cameron criticizes ‘multiculturalism’ in britain maliki says he won’t seek another term u.s. and russia activate an arms control treaty afghan rights fall short for christian converts in turkey’s example, some see map for egypt iraq restores monument symbolizing hussein era tuviah friedman, tireless pursuer of nazis, dies at 88 inflation, an old scourge, plagues argentina again",negative
2011-02-06,"karzai seeks end to nato reconstruction teams at war with a taliban shadow government protests continue amid talks in tehran, trial begins of americans held as spies kubica involved in rally accident after first talks, egypt opposition vows new protest looking to egypt’s future, merkel recalls her past political changes in cairo as mubarak digs in, u.s. policy in egypt is complicated movement began with outrage and a facebook page that gave it an outlet",negative
2011-02-07,"tibetan lama faces scrutiny and suspicion in india fire in rio damages carnaval preparations and dims hopes of many performers swimming against a demographic tide in macao amid egypt turmoil, more clashes in sinai fire in rio timescast | february 7, 2011 russia expels a british journalist tribesmen in jordan issue urgent call for political reform haiti’s president to stay three months past term google executive who was jailed said he was part of facebook campaign in egypt",negative
2011-02-08,"wikileaks cables on egypt russia plays down expulsion of british journalist egyptian government paid for visit, french official says timescast | february 8, 2011 prosecutors to recommend trial for berlusconi iranian dissident says planned march will test regime egypt details reforms as protest takes on new life pause in fighting over temple between thailand and cambodia karzai calls on the u.s. to free a taliban official joint chiefs chairman says military must focus beyond iraq and afghanistan",negative
2011-02-09,"iran’s chief prosecutor criticizes planned rally backing revolts scotland yard expands its hacking inquiry iranian claims chess record wave of unrest wipes billions off stock values u.a.e. construction workers stranded, with no pay and no prospects afghan rights groups shift focus to taliban ukraine raises the pressure on opposition leaders rainbow of fireworks strews blackened bouquets in china merkel breaks off talks with opposition korea talks collapse",negative
2011-02-10,"hosni mubarak's speech japanese isle in sea of contention weighs fist versus open hand iraq tells refugees in egypt and yemen: we’ll pay you to return egypt’s supreme council of the armed forces: statements and key leaders u.s. intelligence chief defends egypt reports wikileaks angry about ex-staff member’s book merkel gives testimony on 2009 airstrike in afghanistan swiss get ready to vote on stricter gun controls defying crowds, mubarak refuses to step down possible successors to mubarak",negative
2011-02-11,"under threat, berlusconi enlists his media empire obama presses egypt’s military on democracy obama’s remarks on the resignation of mubarak a year at war: letters and photos from soldiers and their loved ones quiet worries as israel watches an ally depart world leaders cheer but remain wary sweden ‘toxic’ for assange, lawyers contend southern sudan suffers a blow as fighting ends a truce protesters cheer mubarak’s resignation a brittle leader, appearing strong",negative
2011-02-12,"china’s railway minister loses post in corruption inquiry rich in land, aborigines split on how to use it mubarak family riches attract new focus missing micrograms set a standard on edge myanmar arrests a newspaper editor israeli archive and google team up to put holocaust stories at fingertips georgians build ties with russian caucasus in u.s. signals to egypt, obama straddled a rift opposition leader in rwanda is sentenced to 4 years bomber strikes shiite pilgrims’ bus in iraq",negative
2011-02-13,"italy seeks to use forces to halt illegal immigrants from tunisia italians protest over berlusconi scandals tunisians turn to everyday matters russian village is angry, but not with bomber as egypt calms down, so do israeli nerves yemeni youth square off with forces a measure of normalcy returns to cairo egyptian military dissolves parliament what next in cairo? police stifle algeria protest",negative
2011-02-14,"iraqi protesters seek not a new regime, but jobs joint chiefs support rise in health care fees for military retirees bridging a gap between fear and peace labor activists rejoice in egypt, but will it last? upheaval opens the exits in tunisia unrest spreads across the mideast russian tycoon’s trial was rigged, assistant says afghan guards called heroes after thwarting attack violence erupts on fourth day of protests in yemen palestinian leader dissolves cabinet",negative
2011-02-15,"kerry says u.s. will investigate case of american accused of killing 2 pakistanis british anger over release of man linked to bombs when the wave hits afghanistan france presses case of woman in mexican prison a rare voice against plan to leave afghanistan timescast | february 15, 2011 muslim brotherhood in egypt to be political party bahrain f1 race in doubt a love for bedouin cuisine earns respect for emirati chef in egypt, a panel of jurists is given the task of revising the country’s constitution",negative
2011-02-16,"new female police chief is a first for rio tracing the myth of a chinese leader to its roots iranian warships bound for syria are set to transit suez canal, israel says hungary tones down media law to end e.u. conflict calls intensify for resignation of french minister new wave of jazz musicians seeks niche in istanbul hundreds take to streets in yemen in protest s.&p. teams with governance body for new mideast index the balance shifts in lebanese politics no refuge from fear in afghanistan, even at prayer",positive
2011-02-17,"canada hit by cyberattack one prospect for president isn’t talking, but france is bahrain: a diplomatic puzzle china rail chief’s firing hints at trouble tunisia, after the revolution egyptian military's reach bahrain’s sunnis defend monarchy britain begins an overhaul of welfare in belgium, beer and frites honor political failure military crackdown in bahrain",negative
2011-02-18,"unrest in tunisia, fueled by facebook cleaning up tahrir square swiss locate funds linked to mubarak eyewitness in bahrain celebrations in tahrir square chilean priest found guilty of abusing minors a presidential vote in uganda u.s. blocks security council censure of israeli settlements cellphones become the world’s eyes and ears on protests violence erupts at jordan protest",negative
2011-02-19,"russian trial to bare a face of nationalism oil flows, but high prices jangle nerves madagascar bars entry to president ousted in ’09 protests continue to surge attackers wearing army uniforms make deadly assault on bank in afghanistan bahrain protesters retake pearl square unrest encircles saudis, stoking sense of unease cycle of suppression rises in libya and elsewhere uganda president takes big lead in re-election bid protesters take bahrain square as forces leave",negative
2011-02-20,"portrait of spy agency leaves much in shadow merkel’s party is defeated in election in hamburg myanmar hardens stance on opposition amid standoff, opposition seeks dissolution of bahraini government next question for tunisia: the role of islam in politics peacekeepers in somalia hit trenches of rebels iran squelches protest attempt in capital chinese government responds to call for protests president of uganda coasts into a fourth term how far will a revolution reach?",negative
2011-02-21,"reporter’s notebook: in afghanistan, glimpses of the soviet try arrests in zimbabwe for seeing videos europe focuses on flow of migrants libya’s u.n. diplomats break with qaddafi in yemen, leader says he’ll talk, but not quit a preacher raises his voice in egypt bahrain grand prix canceled police base in somalia is attacked by insurgents american held in pakistan worked with c.i.a. oil companies plan evacuations from libya",negative
2011-02-22,peaceful protests in bahrain chaos grows in libya italian energy company suspends gas pipeline to libya a cry for more (domestic) help in malaysia highway in india offers solution to land fights german defense minister defies calls to quit over plagiarism ruling party in japan suspends kingmaker pirates brutally end yachting dream protests in bahrain become test of wills scores killed in new zealand earthquake,negative
2011-02-23,"turmoil continues in libya iraq’s top shiite leaders urge delay of protests greek protest of austerity drive erupts in violence iraqi kurdistan, known as haven, faces unrest russia links lincoln with the freedom of serfs france tries to re-seize its lost momentum spain struggles to tackle domestic violence egypt's tourism industry faces sharp reversal migrant workers on a treadmill in bahrain bahrain's economic plans in jeopardy",negative
2011-02-24,libyans call for qaddafi to step down news media blocked in libya italy seeks e.u. aid to cope with libyan refugees returning to relative normal in benghazi young seek to end west bank and gaza schism israelis and palestinians react to egypt recruits for police in sudan are abused shifting battlefronts cut a long gash across somalia putin questions europe’s foreign and energy policies hardships fail to loosen regime’s grip in n. korea,negative
2011-02-25,"libya's defectors protesters in bahrain demand more changes off the field, a woman tames brazil’s soccer fans libyan city of benghazi firmly under opposition control pakistan demands data on c.i.a. contractors sarkozy is criticized on a visit to turkey yemeni city feeds unrest’s roots warning against wars like iraq and afghanistan a year at war: the afghan partners canadian rescue plane leaves tripoli empty",negative
2011-02-26,"north koreans struggle, and party keeps its grip exposing libya's turmoil swedes begin to question liberal migration tenets as embassies close, people flee libya officer denies efforts to sway lawmakers suicide attack continues afghan trend key tribal chief wants yemen leader to quit in libya capital, long bread lines and barricades bombing damages iraq’s largest oil refinery following u.s. sanctions, u.n. security council to meet on libya",negative
2011-02-27,"u.s. and allies weigh libya no-fly zone oman joins protest wave, and 2 die in clashes with police raising a milkshake to the bride and groom libyan rebels reinforce boundaries in zawiya n. korea threatens south on balloon propaganda israeli panel finds no crime in 2002 assassination afghan team says nato killed civilians in strikes revolution is easy; democracy is difficult sarkozy reshuffles cabinet once again tunisian premier, vestige of the old government, resigns",negative
2011-02-28,"german politicians assail turkish leader over cultural remarks in china, security muffles calls for change china issues warning on climate and growth russians say damaged cooling pump is cause of delay in starting iranian reactor zimbabwe activists may have been tortured, official says netanyahu warns on settlements migrants in israel face uncertainty, despite oscar u.s. readies military options on libya opposition in yemen supports protesters u.s. freezes a record $30 billion in libyan assets",positive
2011-03-01,scenes from libya the battle for zawiyah first payments are made to victims of marcos rule of irish soil and ugandan politics rallies in oman steer clear of criticism of its leader report says assange cited jewish conspiracy even a weakened qaddafi may be hard to dislodge ‘where’ and ‘know’ – two poems a london university wrestles with a qaddafi gift a roundup of f1 business deals,negative
2011-03-02,"‘who’s on first?’ finds a home in chinese clubs too late, qaddafi seeks the aid of muslim clerics paper in egypt says mubarak is at saudi site receiving care driver accused of injuring brazil cyclists regional authorities resist spain's effort to save fuel merkel is quick to fill open cabinet position israelis float an interim peace plan a big push to expand mobile service in iraq the palestinians' long wait in lebanon in jordan, some regret a missed opportunity",negative
2011-03-03,"as chaos continues, refugees gather at the borders 7 more journalists detained in turkey u.s. tried to protect pakistani official fighting continues along contested sudan border qaddafi said to accept venezuelan offer for help women said to be killed at ivory coast protest snail mail hasn’t lost its power to boost troop morale international criminal court begins libya inquiry obama tells qaddafi to quit and authorizes refugee airlifts behold the sky: full of such mischief, british u.f.o. files say",negative
2011-03-04,"thousands protest detentions of turkish journalists a free man still looks over his shoulder in mexico soldier in leaks case will be made to sleep naked nightly libya’s unrest risks major economic toll for italy the perils of libya’s loose arms, part ii gunman in germany wanted ‘revenge’ for afghanistan fighting continues as libya’s rebellion enters third week unrest in libya and the middle east is costing the russian arms industry iceland court hands bobby fischer estate to japanese claimant maliki’s broadened powers seen as a threat in iraq",negative
2011-03-05,"u.s. updates the brand it promotes in indonesia bangladesh faces atrocities of its independence era libya’s ras lanuf in opposition hands women fight to maintain their role in the building of a new egypt fighting in ras lanuf, libya colombia leader seeks wide-ranging changes, and looks beyond the u.s. pashtun boys’ video exalts suicide raids ex-security chief hauled to court as egyptians storm his compound cairo's facebook flat turmoil in libya poses threat to italy’s economy",negative
2011-03-06,"free of qaddafi, a city tries to build a new order academics challenge tuition increases in britain 3 bangladeshis die during evacuation from libya new interior minister revives a debate: can muslims be true germans? even with protests averted, china turns to intimidation of foreign journalists opposition fighters turned back by tank and artillery assault afghan leader calls apology in boys’ deaths insufficient somali forces take border town from rebels u.s. senators call for no-flight zone over libya japanese foreign minister resigns over donations",negative
2011-03-08,"qaddafi’s arms bazaar, slowly exposed european union salaries a haven for eastern europeans police kill protesters in major ivory coast city back to testing and some fia decisions netanyahu vows to keep jordan river posts trial for former french president is delayed chinese impose travel ban on tibet yemen appeals for aid to counter economic crisis scottish police arrest suspect in swedish bombing gates sees crucial test for u.s. in afghanistan",negative
2011-03-09,"at sharjah biennial, interpretation of a region defined by rebellion new bridge linking asia and europe a step closer fearless egyptian author both jubilant and cautious wave of unrest hurts mideast insurers merkel ally assails turkey on human rights gems from 2008 paris theft found in drainpipe pakistani general, in twist, credits drone strikes u.s. apologizes for japan remark one dead after yemen security forces fire on protesters in capital elbaradei to run for egypt’s presidency",negative
2011-03-10,"qaddafi forces retake ras lanuf germany sets steep price to shore up euro zone saudi police open fire to break up a protest berlusconi plan takes on italian judiciary suicide bomber kills an afghan police chief arrest imperils power-sharing government in zimbabwe obama seeks a course of pragmatism in the middle east german leader frames debate to solve euro crisis finding a soul mate for north korea’s kim jong-un insurgents kill most civilians, military says",negative
2011-03-11,"protesters march in yemen friday prayers in benghazi putin throws curveball to biden with suggestion on visas mascot dogs of american combat outposts japanese nuclear plant in jeopardy earthquake and tsunami in japan: readers’ photos schumacher fastest in barcelona, and a season preview away from japan, tsunami’s effect is diffuse gates visits bahrain amid huge protests a closer look at the damage from the earthquake and tsunami in japan",negative
2011-03-12,7 iraqi soldiers fatally shot wanted: officers to retake mexico reforming mexico's police earthquake and tsunami in japan: readers’ photos cuba gives 15-year prison term to american crisis underscores fears about safety of nuclear energy day 2: japan's earthquake police in azerbaijan arrest antigovernment protesters gates tells bahrain’s king that ‘baby steps’ to reform aren’t enough afghan leader questions u.s. military operations,negative
2011-03-13,"in turkey, thousands protest a crackdown on press freedom mexico puts its children on a diet at crossroads, libya rebels vow to stand or die clashes erupt as protests continue in yemen’s capital several plant workers are ill, but radiation risk in japan is seen as low for now milestone referendum in egypt just days away day 3: japan’s nuclear woes japan's nuclear crisis stokes fear in europe ruling party is accused of fraud in russian vote at sendai city hall, a relief center, thousands wait and wonder what’s next",negative
2011-03-14,"unrest? nonsense, say libyans at the border insects as food? trying to change ‘ick’ to ‘yum’ chávez tries to rally venezuela against a new enemy: breast lifts u.s.-saudi tensions intensify with mideast turmoil russia’s ruling party stumbles in some regional elections abbas condemns killing of jewish family timescast | crisis at japanese reactor for elderly, echoes of world war ii horrors premier says china will let currency appreciate gradually former presidential candidate, claiming abuse, flees belarus",negative
2011-03-15,"uzbekistan expels human rights watch’s staff in afghan kilns, a cycle of debt and servitude in remote towns, survivors tell of a wave’s power video coverage of japan’s earthquake and nuclear crisis hamas forces break up pro-unity protests in gaza rights watch group forced to shut its uzbek office overwhelmed by toll, coastal town shifts focus to survivors timescast | the fight against disaster g-8 ministers fail to agree on libya no-flight zone unnerved by radiation talk, some leaving tokyo",negative
2011-03-16,"pressure mounts on all parties in afghan war to begin talks china: tibetan monk sets himself on fire libya’s experiments with a free press often rattle the news media lab rats an aria for italy’s unity also sounds like an elegy petraeus tells panel july drawdown in afghanistan may include some combat troops with ivory coast crippled by sanctions, a leader still holds on greek town rises up against planned landfill afghanistan plans departure of security firms timescast | fishing town in rubble rival leaders agree to hold gaza meeting",negative
2011-03-17,"timescast | expanding evacuation zones radiation fears and distrust push thousands from homes as u.n. backs military action in libya, u.s. role is unclear nearly half a million japanese in shelters, as tolls rise and foreigners flee radiation spread seen; frantic repairs go on more arrests likely in pedophile raid europe split over libya no-flight zone france advances inquiry into deadly airbus crash timescast | fleeing the nuclear crisis crisis prompts exodus of executives from tokyo",negative
2011-03-18,american official warns that qaddafi may lash out with new terrorist attacks ‘atomic anne’ keeps france spinning qaddafi and his forces warned on war crimes filling a political vacuum in egypt obama speaks about libya france and britain lead military push on libya clinton doubts qaddafi cease-fire iraqi shiites protest bahrain crackdown bahrain tears down monument as protesters seethe china frees 7 tibetan monks detained after protest,negative
2011-03-19,"at qaddafi compound, a human shield quinoa’s global success creates quandary at home reeling from crises, japan approaches familiar crossroads ‘too late’ for some tsunami victims to rebuild in japan deconstructing a controversial design moscow’s ex-mayor faces legal scrutiny not on the ballot, but on all minds in haiti executives may have lost valuable time at damaged nuclear plant a day for democracy syrian police attack marchers at funerals",negative
2011-03-20,"regional election gives merkel’s party some hope crackdown was only option, bahrain sunnis say assessing the casualties in libya egyptian voters approve constitutional changes strangers in a strange land reuters: west strikes libya qaddafi defiant as west attacks libya detritus of war with confidence and skittishness, libyan rebels renew charge haitians go to the polls to choose a new president",negative
2011-03-21,"a friendship endures, even under a war’s heavy toll gaza: israel replies with strikes egypt: militant is rearrested days after release from prison breaking up europe’s rift over energy is widened by france philippine president still high on hope confusion over who leads libya strikes, and for how long libyan rebels retreat as allies continue attacks timescast | yemen's new divide timescast | third day of allied strikes",negative
2011-03-22,"libya crisis thrusts u.s. africa command into leadership role 4 times journalists held captive in libya faced days of brutality in tokyo shops, grasping local links to devastated areas rebuilding lives and american ties to japan diplomas and uncertainty for japanese pupils israeli attack on gaza militants kills 4 civilians you say you want a revolution … well, you know austerity triggers portugal standoff as police protest in cairo, fire engulfs interior ministry building amid rubble in tripoli from attacks, hints of a changed atmosphere",negative
2011-03-24,"in a brazilian town, a rogue gene and a boom in twins u.n. secretary general expresses new alarm over libya strife japanese town mulls future without whaling industry taliban cut cellphone service in helmand in israel, gates condemns recent attacks from gaza russia to test nuclear plants for ability to survive quakes china issues nationwide restrictions on smoking north korea suggests libya should have kept nuclear program u.n. rights council backs investigator on iran earthquake hits myanmar",negative
2011-03-25,"a print devotee scoops the competition in france newly homeless in japan re-establish order amid chaos riot police in jordan clear camp of protesters hundreds of thousands flee ivory coast crisis, u.n. says interview with a anti-saleh demonstrator interview with a pro-saleh demonstrator initial costs of libyan intervention on low end of analysts’ estimates nato takes command of mission libya and japan crises undermine merkel's credibility china bans some foods from japan",negative
2011-03-26,president of yemen vows to stay unrest in syria and jordan poses new test for u.s. policy designing for earthquakes: assessing the risks japanese rules for nuclear plants relied on old science rapes of women show clash of old and new india how radiation contamination can travel palestinians hold talks on reconciliation rebels claim ajdabiya as drama unfolds in tripoli libyan woman struggles to tell her story tension and grief in syria after protests and deadly reprisals,negative
