Date,Title,Sentiment
2010-01-06,Metals and Energy Commodities Rally Amid Icy Weather Conditions,positive
2010-01-06,"Crude Oil Climbs for 10th Consecutive Day, Longest Streak Since 1996",positive
2010-01-06,Treasuries Fall as Federal Reserve Considers Additional Economic Stimulus,negative
2010-01-06,"Copper Reaches Highest Price Since August 2008, Aluminum Hits 15-Month High",positive
2010-01-06,"Natural Gas Surges 6.6 Percent, Crude Oil Reaches 14-Month High Above $83",positive
2010-01-06,"U.S. May Experience Worst Winter in 25 Years, Impacting Energy Prices",negative
2010-01-06,"S&P 500 Closes at 15-Month High, Awaits U.S. Jobs Report and Earnings Season",positive
2010-01-06,S&P 500 Valuation Reaches Most Expensive Level Since 2002,negative
2010-01-06,U.S. Service Industries Expand Less Than Forecast in December,negative
2010-01-06," Dollar Index Slips, Canadian Dollar Strengthens Against U.S. Currency",negative
2010-01-06, Platinum Futures Rise 1.8 Percent After U.S. Auto Sales Increase,positive
2010-01-06," Treasuries Drop for First Time in Three Days, Mortgage Bond Yields Fall",negative
2010-01-06, Federal Reserve Debates Increasing Asset Purchases in December Meeting,indecisive
2010-01-06, German 10-Year Bond Yields Near Three-Month High After Bond Sale,negative
2010-01-06," Financial Companies Issue $23.8 Billion in Bonds, Largest Since February 2009",positive
2010-01-06, Yen Weakens as Asian Stock Gains Spur Demand for Higher-Yielding Assets,positive
2010-01-06, Marks & Spencer Group Plc Shares Fall 6.8 Percent After Sales Miss Estimates,negative
2010-01-07,U.S. Stocks and Dollar Rise Amid Easing Real-Estate Concerns,positive
2010-01-07,Emerging Market Equities and Commodities Fall as China Curbs Lending,negative
2010-01-07,"S&P 500 Hits 15-Month High, Climbing 0.4 Percent",positive
2010-01-07,"Dollar Strengthens, Affecting Commodity Prices",negative
2010-01-07,Shanghai Composite Index Experiences 1.9 Percent Plunge,negative
2010-01-07,Global Central Banks Signal Potential End to Recession Measures,positive
2010-01-07,Zions Bancorporation Leads Financial Shares Surge in S&P 500,positive
2010-01-07, S&P 500 Valuation Reaches Highest Level Since 2002,negative
2010-01-07," U.S. TIPS Breakeven Rate Widens, Signaling Inflation Expectations",negative
2010-01-07, Australian Dollar Gains on Retail Sales Data,positive
2010-01-07, Czech Central Bank May Increase Interest Rates in Second Half,negative
2010-01-07, MSCI Emerging Markets Index Falls from Peak Valuations,negative
2010-01-07, Copper and Other Metals Prices Decline in New York,negative
2010-01-07, Gold and Crude Oil Prices Retreat in Commodity Markets,negative
2010-01-07, Japanese Finance Minister Signals Preference for Weaker Yen,negative
2010-01-07, U.S. Job Losses Expected to Halt for First Time Since 2007,positive
2010-01-08,U.S. Dollar Declines as Job Cuts Fuel Economic Recovery Concerns,negative
2010-01-08,Treasuries Rise Following Unexpected U.S. Job Losses,negative
2010-01-08,U.S. Stocks Rally Amid Corporate Profit Optimism,positive
2010-01-08,Dollar Index Drops 0.6 Percent Against Major Currencies,negative
2010-01-08,Treasury Yields Fall as Economic Recovery Remains Uncertain,negative
2010-01-08,"S&P 500 Recovers Losses, Driven by UPS Profit Forecast and Alcoa Gains",positive
2010-01-08,"U.S. Job Market Contracts with 85,000 Jobs Lost in December",negative
2010-01-08,Fed's Rosengren Suggests High Unemployment Justifies Continued Low Interest Rates,positive
2010-01-08,"Wholesaler Inventories Surge, Hinting at Increased Orders and Sales",positive
2010-01-08, Fed Funds Futures Indicate Reduced Likelihood of Interest Rate Hike by June,positive
2010-01-08, Dollar Weakens Against Yen and Most-Traded Counterparts,negative
2010-01-08, Two-Year Treasury Note Yields Experience Largest Drop Since December,negative
2010-01-08, Yield Spread Between 2- and 10-Year Notes Nears Record Levels,negative
2010-01-08, U.S. Prepares for Multiple Treasury Auctions in January,indecisive
2010-01-08, S&P 500 Hits Highest Level Since October 2008,positive
2010-01-08," VIX Falls to 20-Month Low, Signaling Decreased Market Volatility",positive
2010-01-08, UPS Shares Surge After Profit Exceeds Estimates,positive
2010-01-08, Alcoa Shares Climb Ahead of Fourth-Quarter Earnings Report,positive
2010-01-11,U.S. Dollar Declines Amid Reduced Bets on Interest Rate Increase,negative
2010-01-11,Treasury Two-Year Notes Gain as Rate Hike Expectations Diminish,positive
2010-01-11,Dollar Index Falls to 76.962 Against Major Currencies,negative
2010-01-11,Copper and Gold Prices Rise as Dollar Weakens,positive
2010-01-11,S&P 500 Index Experiences Fluctuations Amid Mixed Market Signals,indecisive
2010-01-11,Fed Futures Indicate Lower Expectations for Rate Hikes in June and August,positive
2010-01-11,Treasury Yield Spread Hits Record as TIPS Auction Commences,indecisive
2010-01-11, Platinum Reaches 17-Month High Amid Precious Metals Uptick,positive
2010-01-11, U.S. Consumer Shares Fall After Venezuelan Bolivar Devaluation,negative
2010-01-11, Alcoa Inc. Rallies on Optimism for Fourth-Quarter Earnings,positive
2010-01-11, Citigroup Inc. Shares Climb Following Positive Comments from Prince Alwaleed,positive
2010-01-11, Russian Ruble and Stocks Surge as Oil Prices Exceed $83 a Barrel,positive
2010-01-11, European Shares Retreat from 15-Month High on Earnings Speculation,negative
2010-01-12,S&P 500 Drops for First Time This Year Amid Economic Recovery Concerns,negative
2010-01-12,European Stocks Fall Sharply; Bonds Rally,negative
2010-01-12,Yields on 10-Year Treasuries and German Bunds Decline,negative
2010-01-12,Yen Strengthens Across Major Currencies; Crude Oil Prices Fall,negative
2010-01-12,Alcoa Inc.'s Earnings Miss Analyst Estimates; Shares Tumble,negative
2010-01-12,Chevron Corp. Reports Lower Profitability; Stock Slips,negative
2010-01-12,Intel Corp. and JPMorgan Chase & Co. Set to Report Earnings,indecisive
2010-01-12, Analysts Predict S&P 500 Companies' Profits Surged 62% in Fourth Quarter,positive
2010-01-12, MSCI World Index Drops; European Companies Norsk Hydro and Beiersdorf Fall,negative
2010-01-12, Air France-KLM Shares Decline Amid Japan Airlines Bankruptcy Speculation,negative
2010-01-12, U.S. Sells $40 Billion in Three-Year Notes at Record-Tying Auction,positive
2010-01-12," Credit-Default Swaps Index Rises, Indicating Lower Investor Confidence",negative
2010-01-12, MSCI Emerging Markets Index Falls; Bond Yields Rise on Reduced Indonesian Bond Sale,negative
2010-01-13,U.S. and European Stocks Rise on Earnings Optimism and Analyst Upgrades,positive
2010-01-13,Crude Oil Prices Decline Below $80 a Barrel Amid Inventory Gains,negative
2010-01-13,Treasuries Fall as U.S. Economy Shows Improvement in Most Regions,positive
2010-01-13,Dollar Weakens Against Major Currencies as Bonds and Oil Retreat,negative
2010-01-13,Merck & Co. and Wyndham Worldwide Corp. Shares Surge on Buy Recommendations,positive
2010-01-13,MSCI Emerging Markets Index Drops as China Tightens Monetary Policy,negative
2010-01-13,Shanghai Composite Index Experiences Largest Drop Since November,negative
2010-01-13,Pound Strengthens on Speculation of UK Interest Rate Hikes,positive
2010-01-13,Financial and Healthcare Sectors Lead Gains in S&P 500,positive
2010-01-13, Real Estate Companies Rally Following Analyst Upgrades,positive
2010-01-13, Google Inc. Considers Exiting China After Cyber Attack,negative
2010-01-13, Foreign Central Banks Show Reduced Appetite for U.S. 10-Year Notes,negative
2010-01-13," German GDP Contracts by 5% in 2009, Debt Auctions Continue in Europe",negative
2010-01-13, Infineon Technologies AG Rises on Goldman Sachs Recommendation,positive
2010-01-13, Societe Generale SA Shares Decline After Announcing Asset Writedowns and Provisions,negative
2010-01-14,U.S. Stocks Rise as Technology Shares Gain Ahead of Intel Earnings,positive
2010-01-14,Unexpected Drop in Retail Sales Leads to Higher Treasury Prices,negative
2010-01-14,Euro Declines as ECB President Trichet Highlights Uncertain Regional Outlook,negative
2010-01-14,ECB Shortlists Buch and Delgado for Eurozone Bank Watchdog Role,indecisive
2010-01-14,ECB Consumer Survey and Eurozone Producer Prices Scheduled for Release,indecisive
2010-01-14,Euro Volatility Increases as Market Reacts to Data Reports,negative
2010-01-14,"Eurozone Consumer Inflation Expectations Fall in May, ECB Reports",negative
2010-01-14,Upcoming FOMC Minutes Expected to Reveal Debate on Hawkish Policy Stance,indecisive
2010-01-15,U.S. Stocks and Commodities Fall as Dollar and Treasuries Rise,negative
2010-01-15,"JPMorgan Chase & Co. Retail Bank Reports Loss, Affecting Market Sentiment",negative
2010-01-15,"S&P 500 Drops 1.1 Percent, Moving Away from 15-Month High",negative
2010-01-15,"Dollar Strengthens Against Major Currencies, Euro Declines",negative
2010-01-15,JPMorgan Shares Decrease by 2.3 Percent After Quarterly Results,negative
2010-01-15,ECB President Trichet's Comments Increase Concern Over Greek Debt,negative
2010-01-15,"Euro Weakens Against Yen and Pound, Dollar Index Rises",negative
2010-01-15, MSCI Asia Pacific Index Reaches Highest Level Since August 2008,positive
2010-01-15, MSCI Emerging Markets Index Drops 0.3 Percent,negative
2010-01-15, Oil Prices Decline for Fifth Consecutive Day,negative
2010-01-15, Soybeans Mark Biggest Weekly Decline Since September,negative
2010-01-18,Oil Prices Rise for First Time in Six Days Amid Demand Recovery Speculation,positive
2010-01-18,Copper Prices Increase on Positive Demand Outlook,positive
2010-01-18,Global Stocks and British Pound Gain on Economic Optimism,positive
2010-01-18,UK House Prices Show Increase in Recent Survey,positive
2010-01-18,IMF's Strauss-Kahn Warns Against Early Withdrawal of Stimulus Packages,negative
2010-01-18,"Canadian S&P/TSX Composite Index Rises, Led by Energy Stocks",positive
2010-01-18,European Stocks Climb as Metals Prices Boost Basic-Resource Producers,positive
2010-01-18," Brazil's Bovespa Index Up, Boosted by Petroleo Brasileiro SA",positive
2010-01-18, Pound Strengthens as UK House Prices Increase in January,positive
2010-01-18, MSCI Asia Pacific Index Falls After JPMorgan Chase Loss and US Consumer Confidence Miss,negative
2010-01-19,"U.S. Stocks Rise, Health Companies Lead Rally",positive
2010-01-19,Treasuries Fall for First Time in Three Days,negative
2010-01-19,Dollar Strengthens Against Major Trading Partners,negative
2010-01-19,S&P 500 Reaches 15-Month High,positive
2010-01-19,10-Year Treasury Yield Rises to 3.7 Percent,negative
2010-01-19,Dollar Index Rallies 0.5 Percent,positive
2010-01-19,"European Stocks Recover, Dow Jones Stoxx 600 Index Up",positive
2010-01-19,U.K. Inflation Rate Sees Record Increase,negative
2010-01-19,Oil Prices Rebound After Five-Day Decline,positive
2010-01-19, Health-Care Stocks Surge on U.S. Political Speculation,positive
2010-01-19, Merck & Co. and Pfizer Inc. Gain Over 2.6 Percent,positive
2010-01-19," Technology Shares Advance, Ciena Corp. Surges 11 Percent",positive
2010-01-19, S&P 500 Earnings Expected to Increase 67 Percent in Q4,positive
2010-01-19, S&P 500 Valuations Reach Seven-Year High,negative
2010-01-19, MSCI World Index Companies Trade Near Highest P/E Since 2002,negative
2010-01-19, German Investor Confidence Falls More Than Expected,negative
2010-01-19," British Pound Strengthens, U.K. Consumer Prices Up 2.9 Percent",negative
2010-01-19, U.K. Government Bonds Yield Rises After Inflation Report,negative
2010-01-19, Mitsubishi UFJ Financial Group Income from Lending May Slump,negative
2010-01-19, Shanghai Considers Allowing Individual Overseas Investments,positive
2010-01-19, Copper Futures Rise on Strong Demand from China,positive
2010-01-19, Crude Oil Climbs as U.S. Equities Increase,positive
2010-01-19, U.S. Corporate Bond Default Swaps Index Reaches Two-Week High,negative
2010-01-20,S&P 500 Drops from 15-Month High Amid China Lending Concerns,negative
2010-01-20,Commodities Fall as Dollar and Treasuries Strengthen,negative
2010-01-20,"Morgan Stanley, CSX Corp., and IBM Quarterly Results Disappoint",negative
2010-01-20,Shanghai Composite Index Hits Year's Lowest Level; Bovespa Sees Major Drop,negative
2010-01-20,Dollar Rises Against All 16 Major Currencies,positive
2010-01-20,10-Year Treasury Yield Decreases to 3.66 Percent,negative
2010-01-20,Gold and Oil Prices Tumble by at Least 2 Percent,negative
2010-01-20,Liu Mingkang Announces Chinese Banks to Reduce Lending,negative
2010-01-20, Analysts' Forecasts for 67 Percent Profit Increase Questioned After Earnings Season,negative
2010-01-20, IBM and CSX Corp. Shares Fall Following Revenue Declines,negative
2010-01-20, Dollar Strengthens Significantly Against New Zealand Dollar,negative
2010-01-20, Canadian Dollar Weakens After Consumer Prices Rise,negative
2010-01-20, Euro Hits Five-Month Low; Greek Bonds Yield Surge,negative
2010-01-20, IMF and European Commission Express Concern Over Greek Budget Deficit,negative
2010-01-20, Dow Jones Stoxx 600 Index Suffers Biggest Retreat Since December,negative
2010-01-20, Credit-Default Swaps Indicate Declining Investor Confidence,negative
2010-01-20, Petrobras Leads Decline in Brazilian Market Amid China Concerns,negative
2010-01-20, Crude Oil and Gold Futures Experience Significant Losses,negative
2010-01-20, Copper Futures Mark Largest Drop Since October,negative
2010-01-20, Energy and Raw-Materials Producers Lead S&P 500 Declines,negative
2010-01-21,S&P 500 and MSCI Emerging Markets Index Suffer Significant Losses,negative
2010-01-21,President Obama Proposes Bank Reforms to Limit Risk-Taking,indecisive
2010-01-21,Financial Sector Hit Hard by Obama's Proposed Banking Restrictions,negative
2010-01-21,U.S. Treasuries Rise as Investors Seek Safety Amidst Market Volatility,negative
2010-01-21,"Initial Jobless Claims Increase, Adding Pressure to U.S. Stock Market",negative
2010-01-21,Bank of America and JPMorgan Chase Lead Financials Index Downward,negative
2010-01-21,Analysts Predict S&P 500 Earnings Growth Despite Market Challenges,positive
2010-01-21, U.S. Dollar Strengthens Against Major Currencies Amidst Risk Aversion,negative
2010-01-21," Gold, Aluminum, and Copper Prices Decline as Commodities Market Slips",negative
2010-01-21, Federal Reserve Bank of Philadelphia's Economic Index Falls Short of Expectations,negative
2010-01-21," Interest-Rate Swap Spreads Widen, Reflecting Increased Market Caution",negative
2010-01-21, Credit-Default Swaps on Goldman Sachs and Morgan Stanley Rise Post-Reform Proposal,negative
2010-01-21, Emerging Market Equities Drop in Response to China's Accelerated Growth,negative
2010-01-21, Crude Oil Prices Fall as U.S. Gasoline Supplies Increase,negative
2010-01-21, European Shares Drop Following U.S. Market Decline,negative
2010-01-22,Global Stocks and Commodities Decline Amid Obama's Banking Proposal and China's Rate Hike Concerns,negative
2010-01-22,"S&P 500 Suffers 5.1% Three-Day Plunge, Largest Since March Low",negative
2010-01-22,European Bank Stocks Hit Six-Month Low as Dow Jones Stoxx 600 Banks Index Drops 1.9%,negative
2010-01-22,"MSCI Emerging Markets Index Records 4.7% Weekly Loss, Largest Since October",negative
2010-01-22,U.S. Treasury Yields See Slight Increase Despite Weekly Gain,negative
2010-01-22,Financial Sector Earnings Recovery Threatened by Obama's Banking Plan,negative
2010-01-22,Uncertainty Over Bernanke's Fed Chair Reconfirmation Adds to Market Losses,negative
2010-01-22,S&P 500 and Dow Jones Erase 2010 Gains Amid Market Sell-Off,negative
2010-01-22,VIX Index Witnesses Largest Three-Day Surge Since 2007,negative
2010-01-22, JPMorgan Chase & Co. and Bank of America Corp. Shares Tumble Over 3.4%,negative
2010-01-22, Analysts Predict 114% Earnings Increase for Financial Companies in Q4,positive
2010-01-22, MSCI World Index Marks Longest Losing Streak in Over a Month,negative
2010-01-22, U.S. Dollar Weakens Against Euro and Yen After Recent Gains,negative
2010-01-22," Corporate Bond Rally Stalls, Borrowing Costs Rise from Two-Year Lows",negative
2010-01-22, Credit-Default Swaps Indicate Increased Concern Over U.S. Corporate Defaults,negative
2010-01-22," Emerging Market Stocks Drop, Led by Kazakhstan's KASE Index",negative
2010-01-22, Shanghai Composite Index Down 4.5% for the Year,negative
2010-01-22," Crude Oil Prices Hit One-Month Low, Gold Futures Fall 1.2%",negative
2010-01-25,U.S. Stocks Rise Amid Investor Confidence in Bernanke's Reconfirmation as Fed Chair,positive
2010-01-25,Yen and Dollar Weaken as Investors Shift to Higher-Yielding Currencies,negative
2010-01-25,Two-Year Treasury Yields Increase as Notes Retreat,negative
2010-01-25,S&P 500 Recovers from Largest Three-Day Decline Since March,positive
2010-01-25,Hang Seng Index Enters Correction Territory with 10 Percent Loss Since November,negative
2010-01-25,Goldman Sachs and Wells Fargo Shares Climb; AK Steel Surges on Profit Beat,positive
2010-01-25,Bank of Japan Considers Expanding Loan Program and Government Debt Purchases,positive
2010-01-25,U.S. Corporate Bond Default Swaps Hold Near Six-Week High,negative
2010-01-25, U.S. Economy Projected to Have Grown at Fastest Rate in Four Years,positive
2010-01-25, Ericsson AB Profit Plummets by 92 Percent,negative
2010-01-25, Royal Philips Electronics NV Posts Third Consecutive Quarterly Profit,positive
2010-01-25, Asian Shares Fall; Bank of China and Honda Motor Co. Shares Decline,negative
2010-01-25, MSCI Emerging Markets Index Drops Below One-Month Low,negative
2010-01-25, Copper and Precious Metals Prices Rise in Commodity Markets,positive
2010-01-25, Crude Oil Rebounds Above $75 a Barrel as Equities Recover,positive
2010-01-26,Stocks and Commodities Fall as Dollar and Treasuries Rise,negative
2010-01-26,S&P 500 Drops 0.4 Percent Amid Economic Concerns,negative
2010-01-26,MSCI Asia-Pacific Index Declines for Seventh Consecutive Day,negative
2010-01-26,U.S. Treasury Yields Near Yearly Low After $44 Billion Auction,negative
2010-01-26,Standard & Poor's Lowers Outlook on Japan's Credit Rating,negative
2010-01-26,Verizon Shares Fall 1.7 Percent on Disappointing Quarterly Results,negative
2010-01-26,"U.S. Consumer Confidence Rises, Exceeding Bloomberg Survey Estimates",positive
2010-01-26,Apple and Travelers Stocks Up After Surpassing Quarterly Expectations,positive
2010-01-26, Federal Reserve Expected to Maintain Interest Rates Near Zero,indecisive
2010-01-26, S&P 500 Earnings Slump Ends with Projected 73 Percent Profit Increase,positive
2010-01-26, European Governments Face 2.2 Trillion Euro Borrowing in 2010,negative
2010-01-26, IMF Raises Global Economic Growth Forecast to 3.9 Percent,positive
2010-01-26, Emerging Markets Index Falls; Brazil's Bovespa Down 1.1 Percent,negative
2010-01-26, South Korean Won Leads Currency Declines Against Strengthening Dollar,negative
2010-01-26, Two-Year Treasury Auction Yields Near Record Low,negative
2010-01-26, Crude Oil and Copper Prices Retreat Amid China's Economic Measures,negative
2010-01-27,U.S. Stocks Rise as Fed Commits to Low Interest Rates,positive
2010-01-27,Global Equities Fall for Sixth Consecutive Day,negative
2010-01-27,Oil Prices Drop to Five-Week Low,negative
2010-01-27,Yen Weakens Against Major Currencies,negative
2010-01-27,Dollar Strengthens Amidst Global Financial Concerns,negative
2010-01-27,Fed Plans to End Mortgage-Backed Securities Purchase Program in March,negative
2010-01-27,Caterpillar Inc. Shares Fall After Profit Forecast Misses Estimates,negative
2010-01-27,S&P 500 Ends Earnings Slump with 73% Profit Increase,positive
2010-01-27, U.S. New-Home Purchases Decline to Lowest Since March,negative
2010-01-27, Analysts Anticipate Central Banks in Emerging Markets to Raise Interest Rates,negative
2010-01-27, Credit Risk Increases as Investors Seek Protection Against Sovereign Defaults,negative
2010-01-27, Gasoline Supplies Reach Highest Level Since March 2008,indecisive
2010-01-27," European Financial Shares Retreat, Leading Stoxx 600 Index Lower",negative
2010-01-27, Asian Stocks Experience Longest Losing Streak Since May 2005,negative
2010-01-27, Emerging Markets Index Continues Slump Amidst Lending Curbs and Rate Hike Speculations,negative
2010-01-28,U.S. Stocks Decline as Qualcomm's Forecast Disappoints Investors,negative
2010-01-28,Dollar and Short-Term Treasuries Rise on Safety Demand,negative
2010-01-28,"S&P 500 Hits Lowest Since November, Dow Jones Stoxx 600 Falls",negative
2010-01-28,Dollar Index Reaches Five-Month High Against Major Counterparts,negative
2010-01-28,Copper Prices Experience Biggest Three-Day Slump in 13 Months,negative
2010-01-28,"Global Economy Remains Fragile, Earnings Picture Mixed",negative
2010-01-28,MSCI World Index Declines for Seventh Consecutive Day,negative
2010-01-28,"Euro Weakens Against Major Currencies, Hits Six-Month Low Versus Dollar",negative
2010-01-28, Obama's State of the Union Address Fails to Lift Market Sentiment,negative
2010-01-28, S&P 500's Biggest Three-Day Tumble Since March 2009,negative
2010-01-28, Senate Moves Closer to Voting on Bernanke's Confirmation,indecisive
2010-01-28, Apple Inc. Shares Fall Post-iPad Launch Amid Criticism,negative
2010-01-28," UK's FTSE 100 Index Drops, Banks No Longer Among Lowest-Risk",negative
2010-01-28, Credit Risk Gauges in U.S. and Europe Reach Seven-Week High,negative
2010-01-28, China and U.S. Demand Concerns Drive Down Commodity Prices,negative
2010-01-28, Gold Prices Remain Steady Despite Market Volatility,indecisive
2010-01-29,U.S. Stocks Decline as Dollar and Treasuries Gain Amid Tech Earnings Concerns,negative
2010-01-29,Technology Shares Drop Following Microsoft and SanDisk Earnings Reports,negative
2010-01-29,"U.S. Economy Grows at Fastest Pace in Six Years, Surpassing Estimates",positive
2010-01-29,Oil Prices Fall for Fourth Consecutive Day as Dollar Strengthens,negative
2010-01-29,"Dollar Index Reaches Six-Month High, Affecting Commodity Demand",negative
2010-01-29,Consumer Confidence and Business Barometer Exceed Expectations,positive
2010-01-29,Copper and Crude Oil Prices Dip Amidst Dollar Rally,negative
2010-01-29,Asian Shares Fall; AU Optronics and Advantest Corp. Report Losses,negative
2010-01-29,European Stocks Rally; BMW Predicts Profit and Sales Growth,positive
2010-01-29, S&P 500 Experiences Biggest Monthly Loss Since Last February,negative
2010-01-29, Corporate Bonds Outperform Stocks Amidst Global Recovery Concerns,negative
2010-01-29, Investors Favor Corporate Bonds Over Equities as Recovery Slows,negative
2010-01-29, Corporate Borrowing Costs Decrease as Investors Seek Safer Options,positive
2010-02-01,U.S. Stocks Rebound as Global Economic Recovery Appears to Accelerate,positive
2010-02-01,Treasuries Fall While Euro Strengthens Against Dollar and Yen,negative
2010-02-01,Exxon Mobil Corp. Leads S&P 500 Gains After Beating Profit Estimates,positive
2010-02-01,Manufacturing Reports Indicate Strongest U.S. Economic Expansion Since August 2004,positive
2010-02-01,S&P 500 Ends Nine-Quarter Earnings Slump with 76 Percent Profit Increase,positive
2010-02-01,Citigroup Inc. Shares Rally on Plans to Sell or Split Off Private Equity Unit,positive
2010-02-01,MSCI World Index Rises After Prolonged Decline Amid Asian Market Concerns,positive
2010-02-01,Ryanair Holdings Plc Shares Surge as Company Raises Profit Forecast,positive
2010-02-01,"U.S. Corporate Bond Default Risk Decreases, Signaling Investor Confidence",positive
2010-02-01," U.S. Manufacturing Growth Hits Five-Year High, Leading Economic Recovery",positive
2010-02-01, European Factory Output Growth Exceeds Forecasts,positive
2010-02-01, Commodities Rally with Crude Oil and Gold Prices Increasing,positive
2010-02-01, U.S. Treasuries Drop as Obama's Budget Forecasts Record Deficit,negative
2010-02-01, Euro Recovers from Seven-Month Low; Zloty and Rand Strengthen,positive
2010-02-01, South African Manufacturing Index Reaches 21-Month High,positive
2010-02-02,Stocks and Commodities Rise Amid Global Economic Optimism,positive
2010-02-02,Dollar Weakens as Demand for Raw Materials Increases,negative
2010-02-02,Oil Prices Surge 3.8% in Four Months,positive
2010-02-02,Aluminum Prices Climb 1.7%,positive
2010-02-02,MSCI World Index Commodity Producers Jump 2%,positive
2010-02-02,Brazil's Real Strengthens Against Major Currencies,positive
2010-02-02,S&P 500 Index Rallies 2.7% Over Two Days,positive
2010-02-02,Alcoa and Rio Tinto Shares Surge on Higher Metal Price Prospects,positive
2010-02-02,U.S. Homebuilders Index Advances as D.R. Horton Reports Profit,positive
2010-02-02, S&P 500 Companies End Earnings Slump with 76% Profit Increase,positive
2010-02-02, European Stocks Rise for Third Consecutive Day,positive
2010-02-02, MSCI Emerging Markets Index Gains for Second Day,positive
2010-02-02, Treasury Yields Hold Steady Before U.S. Jobs Report,indecisive
2010-02-02, Moodys Affirms Stable Outlook for U.S. Aaa Credit Rating,positive
2010-02-02, Australian Dollar Drops After Reserve Bank Holds Interest Rate,negative
2010-02-02, European Central Bank and Bank of England Expected to Maintain Rates,indecisive
2010-02-02, Canon and Toyota Shares Climb in Tokyo Stock Market,positive
2010-02-02, Toyota to Resume Production After Recall Fix,positive
2010-02-03,U.S. and European Stocks Decline Amid Disappointing Corporate Results,negative
2010-02-03,"Dollar Index Rises, Emerging Markets Strengthen",positive
2010-02-03,"S&P 500 Falls 0.6 Percent, Breaking Two-Day Rally",negative
2010-02-03,Industrial Metals Prices Drop as Dollar Strengthens,negative
2010-02-03,U.S. Service Industry Growth Slower Than Expected,negative
2010-02-03,Asian Markets Rally; Shanghai and Sensex Indices See Major Gains,positive
2010-02-03,Esprit Holdings Ltd. Shares Surge on Strong Profit Report,positive
2010-02-03,S&P 500 Companies Expected to End Nine-Quarter Profit Slump,positive
2010-02-03," U.S. Job Cuts Continue with 22,000 Lost in January",negative
2010-02-03, Electrolux AB Shares Plunge After Earnings Miss Estimates,negative
2010-02-03, North American Corporate Credit Risk Declines,positive
2010-02-03, Crude Oil Prices Dip on Unexpected Inventory Build-Up,negative
2010-02-03, Dollar Strengthens Against Euro and Yen,indecisive
2010-02-04,Global Stocks and Commodities Plunge Amid U.S. Jobless Claims Increase,negative
2010-02-04,MSCI World Index Experiences Largest Drop in Nine Months,negative
2010-02-04,"S&P 500 Index Falls 3.1%, Biggest Decline Since April",negative
2010-02-04,Portugal and Spain Stock Indexes Suffer Largest Plunge in 15 Months,negative
2010-02-04,Oil and Gold Prices Tumble as Dollar Strengthens,negative
2010-02-04,"U.S. Jobless Claims Rise to 480,000, Exceeding Analyst Estimates",negative
2010-02-04,"Dow Jones Industrial Average Falls Below 10,000 for First Time Since November",negative
2010-02-04, Monster Worldwide Inc. and MasterCard Stocks Take Major Hits,negative
2010-02-04, Brazil's Bovespa Index Drops 4.7% with All Companies Declining,negative
2010-02-04, U.S. Treasuries Rally as Investors Seek Safe Assets,negative
