Date,Title,Sentiment
2008-01-12,"china: horse racing to return bush, leaving israel, keeps up push for peace treaty iraq eases curb on ex-officials of baath party a clergyman of the streets leaves his historic pulpit u.n. nuclear official urges iran to clarify ‘outstanding issues’ taiwan prepares for first of 2 major 2008 elections food from cloned animals seems safe, a panel finds a resilient indonesia moves beyond suharto south africa: police chief to be charged",negative
2008-01-13,"bush urges arab allies to confront iran as indian leader visits china, parallel agendas on display grinding poverty defies china's boom new lyrics for spain's national anthem face a tough sell republicans trade harsher charges as top democrats wrangle over language french cabinet position not enough? then try mayor. bush says he could halt withdrawal, if security dictates afghan police struggle to work a beat in a war two giants try to learn to share asia opposition wins taiwan parliamentary election",negative
2008-01-14,"something's fishy as europe dines taiwan election may ease tensions with china attack at luxury hotel kills 6 in kabul ex-baathists get a break. or do they? an iraqi house was rigged to kill american soldiers europe takes africa's fish, and migrants follow woman released by guerrillas returns to colombia to see son big afghan weddings, banned under taliban, are back error by allies and 2 clashes kill 15 in south of afghanistan race and gender are issues in tense day for democrats",negative
2008-01-15,"the week ahead alonso fastest in jerez a favorite meal, now offering a side order of environmental awareness in kenya, opposition wins a round as parliament votes in speaker russian press review: jan. 15 rice makes unannounced visit to baghdad olmert is cautious as talks with palestinians begin fighting flares in gaza in south carolina, a bid for black women's votes u.s. plans sale of 900 missiles to saudi arabia",negative
2008-01-16,"the two sebastiæns at toro rosso kenya opposition plans more protests iraq reconstruction figures were wrong, gao says islamic militants overrun fort in pakistan visiting american admiral confers with chinese generals ‘the kite runner’ film outlawed in afghanistan spate of police commander murders in mexico pope cancels speech after protest at university obama and clinton seek a softer tone in democratic presidential debate 18 palestinians killed in gaza clashes",negative
2008-01-17,crackdown in kenya educating india's poor violent clashes in kenya ba jet crash-lands at heathrow judge dismisses challenge against obama supporters dispute deepens for russia and britain french court finds oil company partly liable for spill egypt’s problem and its challenge: bread corrupts gates backpedals on allies' performance in afghanistan pakistan fort overrun by militants,negative
2008-01-18,"11 die in attack on a shiite mosque in iraq 12 killed in suicide bombing at shiite mosque in pakistan rockets hit israel, whose strikes kill 5 palestinians health care could sway nevadans israel closes border and steps up military action in gaza cia says militant was behind bhutto's death bloggers push china to prosecute beating death crash landing temporarily paralyzes heathrow last-minute campaigning in nevada and south carolina opposition in kenya shifts to boycotts from demonstrations.",negative
2008-01-19,"elephants in thailand  c.i.a. sees qaeda link in the death of bhutto 2 belgian tourists killed in yemen ambush germany: another cub with fans head scarf debate intensifies in turkey russia-britain impasse appears to reach pause bobby fischer, troubled genius of chess, dies at 64 court rejects challenge to new thai government algeria angered by u.n. plans for bombing inquiry u.s. sees north korea stalling on nuclear pact",negative
2008-01-20,"canada to rewrite document tying u.s. to torture 14 terror suspects held as spanish police raid mosque japan's best sellers go cellular u.s. military warns about false email about obama serbs vote in election overshadowed by kosovo from iraq to utah, a chain of death congo groups blame each other for killings thumbs race as japan’s best sellers go cellular romney gains easy victory in nevada's republican contest pakistan attacks rebel stronghold",negative
2008-01-21,"comparing $100 million fines signs in kenya that killings were planned gaza power plant shuts down over dispute israel is set to promote the use of electric cars a missing son, 'confused & unable to call home' prosecutors indict five over south korea oil spill bomber kills sunni allies of the u.s. doctors say suharto shows signs of recovery united states: mccain gains suharto, from verge of death, is making a recovery",negative
2008-01-22,"zambia: nationwide blackouts mexico hits drug gangs with full fury of war as the alps warm, a snow-deprived ski resort sells for $1 russian prosecutors investigate mikhail kasyanov, opposition leader as alps warm, a snow-deprived ski resort sells for $1 israel allows some supplies into gaza  fred thompson quits republican presidential race iran leader backs parliament in a dispute with ahmadinejad israel allows some supplies into gaza prodi calls for vote of confidence in italy",negative
2008-01-24,"gaza's suddenly open border with egypt border crossing justice nomination seen as snub to democrats at amateur bullfights in colombia, alcohol and blood flow freely prodi expected to resign as italian prime minister u.s. envoy wants political pact in kenya congo: rebels sign deal to end eastern conflict russian press review: jan 24. u.s. candidates get set for 2 crucial primaries prodi resigns after losing confidence vote",negative
2008-01-25,"egypt attempts to secure border edwards, in his home state, criticizes obama and clinton palestinians hurry to finish their shopping in egypt egypt seeks to halt gaza flow mayor of tehran could become a presidential contender turkey to alter speech law egypt seeks to halt gaza border flow 10 die in mistaken afghan firefight japan: rules for police interrogations",negative
2008-01-26,"draft of new iran sanctions restricts cargo and travel car bomb kills a top lebanese terrorism investigator colombia: rice lobbies for trade deal venezuelan pleads guilty in cover-up of suitcase of cash conviction in poisoning of indonesian rights activist report by british military finds no systematic abuse of iraqi prisoners by its soldiers egypt tries to plug border; gazans poke new hole britain seeks its essence, and finds punch lines around the world, the us campaign is close to home mosul bombings prompt promise of new offensive",negative
2008-01-27,"rights group accuses myanmar of holding more dissidents tehran’s mayor speaks of making iran less isolated american woman is kidnapped in afghanistan ordinary citizens seeking a place at the decision-making table in china briton withdraws bid to be un envoy to afghanistan suharto, ex-dictator of indonesia, dies in jakarta at 86 nuclear arsenal remains secure, general asserts sarkozy's policy is hard to make out israel relents on supplies to gaza in death, ex-dictator elicits grief and tributes",negative
2008-01-28,"the week ahead villeneuve and pollock part yemen's counterterrorism unit in pakistan, gunmen are said to release children they had taken hostage snow ties up trains in china ahead of biggest holiday of the year yemen strikes difficult truce with terrorists china allows u.s. warship to dock in hong kong russian press review: jan. 28 briton opposed by afghans won’t take u.n. post russia bars opposition candidate from march 2 ballot",negative
2008-01-29,"unrest escalates in kenya vengeance reignites kenyan city modest proposals mark bush's state of the union europe offers serbia deal to sway vote before olympic games, china quells dissent bush urges quick action on economy text of the state of the union address gorbachev, rebuking putin, criticizes russian elections snowstorms in china kill at least 24 in greece, female sex victims become recruiters",negative
2008-01-30,"english summary of the winograd commission report kenyan politician assassinated research groups boom in washington edwards exiting presidential race white house shows signs of rethinking troop cuts in iraq head-scarf debate a symbol of turkish paradox would-be peacemaker killed in kenya for many turks, head scarf's return aids religion and democracy mccain defeats romney in florida vote britain: guilty plea in plot to behead soldier",negative
2008-01-31,"hamilton dominates renault launch the aftermath of violence in limuru, kenya one eye on the fish, the other on north korea an ex-president, a big donor and a lucrative uranium deal italian leader calls for temporary government trains start up in southern china china orders relief efforts, but public is still angry australia to apologize to aborigines for past mistreatment for the candidates, california is like a remote love interest jimmy james, p.o.w. plotter of escapes, is dead at 92",negative
2008-02-01,"china accuses online activist of subversion latvia expelling russian diplomat assessing the toll of china's freak snowstorms rebels in chad closing in on capital indonesian chickens, and people, hard hit by bird flu china formally arrests detained activist hu jia dozens killed in baghdad as 2 suicide bombers strike musharraf's trip to europe shadowed by troubles at home talk of independence in a place claimed by 2 nations comrades speak of fallen marine and ties that bind",negative
2008-02-02,"jose padilla and two others sentenced in terror case rebels are said to enter chad’s capital two bombings wreak carnage in iraqi capital huckabee learns the limits of a cash-strapped campaign ‘minister of ideas’ tries to put brazil’s future in focus mystery illness killing indian crocodiles shooters are sought in israeli embassy attack in mauritania political wrangling derails budget in iraq berlusconi’s long shadow casts a chill over italian politics motivated by a tax, irish spurn plastic bags",negative
2008-02-03,confusion hamstrings chinese authorities' storm response a statesman without borders mortality rate in congo fails to decline cold war list is focus of scandal in finland egyptian troops seal gaza border iraq parliament purges saddam vestiges on flag veto urged in iraq for law on baathists barak's decision to stay preserves israeli government costs snare bush's bold plan to trap coal emissions 10 charged in spain with plotting suicide terror attacks in barcelona,negative
2008-02-04,"f1 and the french municipal elections in sign of church-state thaw, catholic diocese challenging hanoi court convicts 5 for aiding failed london bombers cold chinese grow angry over lack of preparation questions on party finances highlight britons' doubts about politicians' probity venezuela: unity and divisions kabul police surround home of the former warlord dostum america's mood is much darker as candidates fight for the white house democratic race splits the family fabric with wall breached, gazans flood makeshift border bazaar",negative
2008-02-05,"mccain leads the field, but shuns talk of victory as a japanese island grows less remote, a wildcat grows more endangered sexually transmitted diseases common in australian aborigines, report shows india, shunned by tennis star, reflects on intolerance philippine house votes to oust its speaker marches show disgust with a colombian rebel group a frenzied hunt for 4-year-olds' destinies at debate on the economy, u.s. republicans become kindest of presidential candidates iran launches rocket to commemorate new space center",negative
2008-02-06,"chadians venture out reaction abroad to feb. 5 results challenger to mugabe in zimbabwe sudan: progress for darfur peace force obama stays close in race as republican rivals lag u.s. money for russia is linked to iran nuclear plant maharishi mahesh yogi, beatles' spiritual guru afghan poppy set for another big year, un report warns russian press review: feb.6 india’s school shortage means glut of parental stress",negative
2008-02-07,"good news for mccain? pressure returns in f1 spy scandal president of chad ready to pardon 6 french aid workers citing restrictions, election observers will skip russian presidential contest reversal in moscow over treatment for ex-yukos official chadian president asks for peacekeepers; hints at pardon for french aid workers hundreds of expatriates flee violence in chad  europe spars with serbia over union and kosovo la police officer killed in standoff iran: russia says new rocket raises nuclear ‘suspicions’",negative
2008-02-08,"waging a tiny rebellion via shortwave radio test australia shows graphic images of japanese whaling mccain seen as republican choice two arrested in bhutto assassination in speech, bush to pledge vetoes to slow earmarks senator edward kennedy plans to back obama over clinton gunman in u.s. kills 5 people no quasimodo, he brings music to notre-dame bells",negative
2008-02-09,"bhutto’s widower rallies party for election in pakistan britain: everyone’s nightmare no campaigning but much debate over florida italy's president delays action on government crisis what's the state of the union? well, gleeful, if you're a democrat annan sees small gains in peace talks in kenya in china, scramble continues in coal country killing of opposition politician sparks new riots in kenya austria: 11 dead in retirement home fire israel reduces electricity flow to gaza",negative
2008-02-10,champ car and irl to merge?  so what? brothers in arms in mexico: a bus of women's own israelis urge tougher action in gaza dynamic democratic party electorate eludes pollsters joint chiefs chairman and musharraf discuss terror threat resounding victories bolster obama campaign myanmar's announcement of new elections met with skepticism republicans evaluate worth of a bush endorsement pakistanis bury suicide attack victims,negative
2008-02-11,"twin bombings in baghdad extremists try to close mumbai's open arms bush, breaking campaign silence, offers a nod to mccain (and huckabee) chávez threatens to end oil exports to u.s. in exxon feud u.s. seeks death penalty for 6 in sept. 11 attacks gates endorses pause in iraq troop withdrawals u.s. to seek execution for 9/11 detainees kenya’s middle class feeling sting of violence president of east timor wounded in rebel attack kenya's middle class feeling sting of violence",negative
2008-02-12,"australian prime minister asks parliament to approve apology to aborigines hurdles seen for 9/11 death penalty case taliban commander is captured israeli casts doubt on pact this year russia forgives iraq billions in debt $89 million needed in southern floods chad’s leader survives, but dissidents’ peril grows big art theft in zurich raises fears for smaller museums mayor gets tough on london's 'chelsea tractors' gates endorses pause in iraq troop withdrawals",negative
2008-02-13,"hezbollah chief killed in bombing warding off evil spirits, but not toll of affluence obama and mccain sweep 3 primaries france: sarkozy’s son not a candidate making a case for a pause in troop cutbacks in iraq rudd apologizes to australia's aborigines u.s. veterans face more stress and slow care russian press review: feb.13 pakistan army pulls back from civilian role",negative
2008-02-14,"two gatherings in beirut separate rallies in lebanon president ahmadinejad of iran to make first visit to iraq in march in tribal pakistan, religious parties are foundering before bin laden, one of world’s most feared men u.s. senate votes to ban waterboarding and other harsh interrogation methods east timor, shaken by attack on leaders, weighs causes strike disrupts greece as workers seek to protect their pensions bush assails mugabe on eve of africa trip putin vows to keep power in russia",negative
2008-02-15,"voices on musharraf marriage beyond reach violence segregates kenya eco-anxiety replaces dishpan hands for 'green moms' as kenyan rivals haggle, a mother mourns at 2 graves gunman kills at least 5 at u.s. college china denies justice department’s accusations of espionage signs in kenya of a land redrawn by ethnicity china rejects darfur criticism",negative
2008-02-16,"the good sense of gp2 in asia on the stump, pakistani candidates avoid musharraf russia warns it may back breakaway republics in georgia germany: german-pakistani accused of supporting al qaeda suicide blast at campaign rally in pakistan kills 37 kenya peace talks stall on power-sharing issues political heir is less rosy than putin on the state of russia by making holocaust personal to pupils, sarkozy stirs anger bomb kills man on street in mexico u.s. struggles to tutor iraqis in rule of law",negative
2008-02-17,"baba amte, devoted to helping, dead at 93 mexico city bomber’s motive unclear, police say at least 80 killed in afghan suicide blast kosovo declares independence art theft's less than glamorous reality doubts on fairness and security as pakistani vote nears from a brutal past, a south korean village strives for reconciliation for israel, gaza offers a range of risky choices refusal to send bomb-resistant trucks to iraq led to marine deaths, study says banker resigns from hong kong cabinet over insider trading case",negative
2008-02-18,"q&a on pakistan’s election elections in pakistan suicide attack kills dozens in southern afghanistan pakistan election proves tense, chaotic and inconclusive iran hangs 2 on murder and rape charges tally ho! a determined crew hunts for fox hunters pakistan parliamentary vote proves tense, confusing and inconclusive tanzania welcomes bush, but obama is topic no. 1 on the streets un calls for urgent aid to tajikistan",negative
2008-02-19,"reaction in cuba and miami in turkey, is tension about religion? class rivalry? or both? fidel castro resigns as president rice, in nairobi, offers incentives to end violence kennedy assassination trove opened castro announces resignation as president britain: life sentence in beheading plot russia's dive under polar ice irks american suicide attack kills 36 in afghanistan u.s. web site that posts leaked material ordered shut",negative
2008-02-20,"russian press review: feb.20 u.s. restricts off-base activities of troops in japan victors in pakistan elections to seek dialogue with militants bush seeks commitment from pakistan to fight terrorism castro circle likely to hold power after his resignation natalia bessmertnova, ballerina for the bolshoi ballet, dead at 66 higher education gap in u.s. may slow economic mobility tackling a society’s boundaries, on tv and in a family whose kremlin is it? medvedev's economic plan rocks the boat kenya opposition demands action on power sharing",negative
2008-02-21,"serbs protest kosovo independence surprises in dry f1 testing in spain bush confronts hard questions in ghana pakistan’s victors may lack strength to oust musharraf deadly bomb in mexico was meant for the police cia confirms using british territory for refueling of rendition flights opposition in kenya threatens more protests for mccain, self-confidence on ethics poses its own risk cuba and the world wonder: now what? fraud investigators seek european parliament report on staff pay practices",negative
2008-02-22,taking on local fighters finding a bomb factory argentina's cocaine problem valencia circuit news turkey says it has sent ground troops into iraq security council weighs new sanctions on iran spending by clinton campaign worries supporters italy follows trail of secret south american abductions former concentration camp guard dies u.s. ends protections for wolves in 3 states,negative
2008-02-23,"turkish troops enter iraq in pursuit of kurdish militants cheap cocaine floods argentina, devouring lives china, in new role, presses sudan on darfur rescuers find wreckage of plane carrying 46 in venezuela rocker joins entourage in africa israel rejects arab league criticism on palestinian peace talks iraqi shiite cleric extends cease-fire by his militia gates calls australia alliance strong morocco: prison for facebook prince",negative
2008-02-24,"this is baghdad u.s. defense chief and australians insist alliance is strong putin’s iron grip on russia suffocates opponents serbs struggle with kosovo's independence anti-gay violence defies laid-back image of jamaica putin's iron grip on russia suffocates his opponents bomber strikes shiite pilgrimage, killing 40 in iraq cuban parliament decides country's future missile strike by israelis in gaza kills 3 palestinians as obama's rallies swell, so does his security",negative
2008-02-25,"paul frère’s death israel adds border forces ahead of protest in gaza merkel rules out early elections for germany 4 more die in iraqi bombings photo of obama in african garb emerges as clinton renews attacks suicide bomb kills pakistani general 40 killed in blast amid crowd of shiites in iraq a battle of legal briefs rages over ’07 nigerian vote ray wu, biochemist and genetic engineer; douglas fraser, auto workers union president russia assures serbia of its support on kosovo",negative
2008-02-26,"chinese put down roots in bordeaux texas hispanics face a tough choice in primary taliban threatens afghan cellphone companies police said to have assaulted rights lawyer in china max raab, clothier and producer of ""a clockwork orange;"" larry norman, pioneer of christian rock u.s. teens stumped by history survey poll finds a fluid religious life in u.s. u.s. to expand 'eyes and ears' in pakistani tribal areas a humbler bill clinton obama gains broader appeal, new poll finds",negative
2008-02-27,"this is baghdad podcast: examining sadr’s cease-fire ‘not again': fleeing my home welcome: dateline baghdad taking questions: life inside the red zone how to get on the baghdad bureau blogroll who’s who in the baghdad bureau terror suspect escapes in singapore debate no. 20 shared stage with a satire binding emissions treaty still a possibility, u.s. says",negative
2008-02-28,"kenya rivals sign power-sharing deal audio & photos: at night, the band of brothers splits up to reflect freedom to speak is 'extensive' in china, foreign minister asserts mendelssohn for two parts (of the world) power-sharing agreement is reached in kenya as obama builds lead, bush and mccain attack nissan-renault alliance still going strong, ghosn says violence escalates between israel and gaza militants dmitri medvedev, in his own words",negative
2008-02-29,kenya's tourism industry in shambles prince harry in afghanistan promises of better security in diyala’s countryside china to reconsider one-child limit cuba signs 2 human rights treaties iraqi leaders say 'chemical ali' will be executed obama cutting into clinton's edge among superdelegates thousands in philippines call for arroyo to resign iraq clears execution of ‘chemical ali’,negative
2008-03-01,"israel attacks northern gaza, killing scores jimmy james, the great escapee, dies romney and mccain tangle at debate, but also try to mold a two-man race ahmadinejad sees nuclear energy in iran by 2009 hezbollah scolds u.s. for sending ships toward lebanon canada again transfers afghan prisoners as kenya bleeds, tourism also suffers in land of safaris iraqi forces gather for battle in mosul full text of the letter from pakistan's former chief justice retirements complicate republican efforts to retake house",negative
2008-03-02,"the faces of war in sudan russia votes for a new president frank williams’ enthusiasm for f1 kosovo's future depends largely on others abbas puts talks with israel on hold amid violence press treatment becomes issue in campaign pakistani police accuse militant in bhutto death scorched-earth strategy returns to darfur obama's campaign must be ready for tougher fight ahead colombian forces kill senior guerrilla commander, official says",negative
2008-03-03,"taking back a qaeda stronghold israel pulls out of gaza un chief wants council to lay off human rights commissioner gaza pitfalls in every path u.s. base in afghanistan attacked ahmadinejad, in iraq, chides bush on iran criticism russian press review: feb.3 as iranian leader spends 2d day in iraq, attacks kill at least 17 medvedev wins russian presidential vote, but is he in charge? olympics and taiwan top chinese agenda",negative
2008-03-04,returning to basra u.s. pulls the plug on europeans who want to visit cuba violence leaves young iraqis doubting clerics acclaimed memoir proves a fake colombia says rebel group sought to make 'dirty bomb' afghanistan: taliban destroy cell towers democrats in intense battle before big vote crucial day could decide fates of obama and clinton european powers drop bid to push resolution against iran france: court tells web site to stop grading teachers,negative
2008-03-05,"moving to baghdad era ends in n. ireland as paisley says he'll retire chávez uses colombia-ecuador dispute to denounce u.s. influence bush calls for action on ethanol's effect on food prices suicide bombings kill 4 in pakistan mccain sweeps 4 primaries as rival concedes ballot shortages plague ohio primary amid unusually heavy voter turnout in ohio and texas, voters say, not yet musharraf faces revitalized opposition pondering marriage and semantics for gay californians",negative
2008-03-07,"f1 season preview funerals in jerusalem q&a: answers about baghdad’s red zone republican party lead in fund-raising mexico’s congress passes overhaul of justice laws funeral held for victims of baghdad bombings belarus tells u.s. ambassador to leave country spain: election prospects thai charges may precede extradition of arms suspect obama aide calls clinton 'a monster,' then resigns",negative
2008-03-08,"arab leaders, angry at syrian president, threaten boycott of summit meeting a pilgrimage tale (not chaucer’s) amuses and inspires gains for opposition in malaysia elections belarus: u.s. ambassador told to leave armenia: vote observers more critical crisis over colombian raid ends in handshakes eta is blamed for a killing in spain that curtails election campaigning thailand plans inquiry on arms suspect as u.s. seeks custody iraqi leader tries to mend relationship with turkey lawyers rally against musharraf government",negative
2008-03-09,"bush vetoes bill to limit cia interrogation methods clash over hiv treatment rekindled in south africa musharraf foes strike a power-sharing deal in pakistan u.s. colleges expect an ease in the admissions frenzy myanmar rejects vote observers voting comes to sri lanka's lawless east serbia, split on kosovo, may have early elections settling of crisis makes winners of andes nations, while rebels lose ground colombia crisis is settled, but which side wins? vitaly fedorchuk, 89, of k.g.b., dies",negative
2008-03-10,"healing amenah death and more death. why? your questions for iraqis china plans to keep one-child policy at least 10 more years ministers want more done about warming sri lankans warily vote in eastern city of batticaloa marriage in montana, no bride or groom needed governor eliot spitzer of new york is linked to prostitution ring bush hopes cheney visit to mideast will rein in oil prices",negative
2008-03-11,"in kurdistan, brisk business in blast walls united states: cuomo and spitzer aides say they expect spitzer to resign house steers its own path on wiretaps new rocket attack aimed at israeli city new york governor linked to prostitution ring inquiry croatian general's war crimes trial begins at the hague obama rejects suggestion that he lower his sights two suicide bombs kill 24 in pakistan arms ruling overturned by dutch",negative
2008-03-12,"lampooning gunmen, carefully paddock talk begins in melbourne politics, and scandal, as usual obama projected as winner in mississippi u.s. drops china from list of top 10 violators of rights woman, left in cell, goes 4 days with no food or water one in four u.s. teenage girls have std's, study finds obama and clinton battle to define 'winner' spitzer resigns as new york governor obama, adding to southern support, wins primary in mississippi",negative
2008-03-13,"podcast: shiite parties at odds in basra boring press conference, telling moment woman at the center of governor's downfall archbishop kidnapped in mosul is found dead u.s. policymakers propose stronger rules for mortgage units ferraro, unapologetic, resigns from clinton campaign after furor barroso warns eu leaders against backing off emissions cuts bank reports sparked investigation of prostitution ring and spitzer wire transfers iraqi troops may move to reclaim basra's port u.s environmental agency tightens smog standards",negative
2008-03-14,"protests in tibet and nepal canada may extend afghan role first impressions: wwii + ‘blade runner’ + vietnam for new york school's dancers, the moves are irish for spitzer, lawyers both formidable and familiar prepare to do battle surgeon held for deaths in australia anti-china protests erupt in tibet u.s. lawmakers vote reject immunity for phone firms involved in eavesdropping turkish prosecutor files motion to shut down governing party spitzer's use of campaign funds now under scrutiny",negative
2008-03-15,"a jailhouse conversion splits terrorists, and in-laws chiara lubich, who founded catholic lay group, dies at 88 mexico: 33 bodies unearthed in 2 backyards nato expansion, and a bush legacy, are in doubt police kill u.s. soldier in germany privileged status at risk, malays protest after election losses u.s. soldier killed by german police reformers make gains in iran vote political ally of mexican president embroiled in scandal suit seeks to bar party of premier in turkey",negative
2008-03-16,"profits from stolen oil help sustain insurgency in iraq 2 dead after storms roar through georgia to eye of saudi beholders, camels make them swoon munitions depot explodes in albania pakistani discord undercuts vow to u.s. to fight militants french president braces for local election results dalai lama calls for an inquiry of crackdown democrats worry about doing too much damage to each other marchers honor german combat unit from world war ii david paterson, next governor of new york, coming from relative obscurity",negative
2008-03-17,"progress is cited again in a baghdad market pakistani parliament opens, setting up showdown with musharraf david paterson is sworn in as governor of new york dalai lama assails curbs on protest in tibet divisions in bush administration reflect complications of gun rights case u.s. gun case causes bush administration rift families sue chiquita in deaths of 5 men tibetan exiles in india join in protests obama camp caught up in minister's controversial remarks olmert says israel will continue building in west bank and jerusalem",negative
2008-03-18,"in a photographer’s memory, images of the dead hope in a concert hall, and later, anger and dread in the streets the hangings of a girl and a dictator, and what happened in between baghdad, april 9, 2003: fear, euphoria and hints of things to come from 9/11 to fall of baghdad, an ex-marine explains what it means to him dalai lama threatens to resign q&a: answers from iraqis lewis on heikki chinese policies led slowly to backlash in tibet anniversary highlights iraq war's role in campaign",negative
2008-03-19,"missing ‘the big story,’ but not the story from another time, another country home cooking, far from home diary notes from  the invasion: sandstorms, bodies and burning tanks hounded by iraqi musclemen, a journalist awaited his own liberation on the trail of the rebuilding story, littered with broken parts british media apologize to mccanns iraq council withdraws objection over elections law failure of new peace talks would be 'devastating,' president of cyprus says a mccain stumble in political stagecraft",negative
2008-03-20,"photographer's journal: the war in iraq mclaren breakdown on the way to ball when the resistance was fading a raid, and unintended consequences from then to now: optimism glints amid shades of gray in mosul, new test of iraqi army u.s. justices detail opposition to racial bias in jury selection in tibetan areas, parallel worlds now collide outrage over cartoons still trying for danes bin laden warns europe on prophet cartoons",negative
2008-03-21,"taiwan's presidential election those who fight basra, 2003: looting and mystery notes from a hot and humid friday in sepang u.s. captains bear weight of iraq strategy dalai lama gives pelosi a warm welcome in india state dept. to examine breach of passport files dutch court to consider bid to ban anti-islam movie sarkozy announces small cut in france's nuclear arsenal bhutanese reluctantly stepping into world of democracy",negative
2008-03-22,"f1 pole poll vote the promise of qualifying in malaysia taiwan elects a leader who seeks closer china ties lofty pledge to cut emissions comes with caveat in norway pakistani party’s leader chooses prime minister a dutch antagonist of islam waits for his premiere pakistan to talk with militants, new leaders say on visit, pelosi offers support to dalai lama france adds nuclear sub and vows to cut warheads pentagon urges delay in u.s. troop reductions in iraq",negative
2008-03-23,"an excerpt from a sranan folk song mccain reaches out to u.s. allies cypriots are offered a chance to grieve for victims of conflict japanese police arrest suspect after deadly stabbing spree pope benedict xvi, in easter message, renews calls for peace suriname, a land of many tongues, seeks its own chinese intellectuals call for peace and negotiations on tibet cheney strongly backs olmert before meeting with abbas gap in life expectancy in u.s. growing",negative
2008-03-24,"different, and not so different 2 divergent mccain moments, rarely mentioned can war dodgers find refuge in canada? bhutan goes to polls to end absolute monarchy detroit mayor charged in scandal as tibetans rioted, the police fled rockets hit green zone in iraq colombia acknowledges that an ecuadorean was killed in raid study finds record education earmarks u.s. to cut staff at its embassy in belarus",negative
2008-03-25,"even in war, not all is war high court overrules bush on death penalty case through disregard and disapproval, 2 koreans devoted to japanese poetry suspense and fear in zimbabwe new clash over tibet deadly, both sides say bush given plan to put off further troop cuts in iraq u.s. death toll in iraq war hits 4,000 mozzarella's reputation takes a hit from trash crisis in naples u.s. diplomats court new pakistani leaders mccain warns against hasty mortgage bailout",negative
