Date,Title,Sentiment
2010-01-26,"one death in baghdad u.s. to join talks on helping yemen lines and tempers as haitians queue for cash sri lankans vote in contentious election the hidden dangers of helmand province, part ii rivalries in iraq keep g.i.’s in the field dalai lama’s envoys to resume talks with china bomber strikes near u.s. base in afghanistan germany to add troops to afghan war education as a path to conformity",negative
2010-01-27,"don’t ask, don’t tell: don’t keep female bankers in india earn chances to rule the female factor: conversations as hong kong’s political system stalls, so does its democracy movement for disaster-struck haitians, arrival in u.s. does not mean an end to problems amid earthquake’s ruins, signs of revival in haiti getting women into boardrooms, by law northern ireland talks near collapse iran continues focus on outside provocateurs, now blaming germany honduras swears in new president, as ousted one leaves",negative
2010-01-28,"battling an image and reality, berlusconi takes on the mafia (real and fictional) 'reconciliation' top priority for karzai haitian law enforcement returns shave every day. shower every two months. as aftershocks continue, haiti ponders rebuilding a daily battle for survival in haiti agriculture left to die at india's peril france’s ex-prime minister acquitted f1 season begins now – virtually pay you cash to go away",negative
2010-01-29,u.s. approval of taiwan arms sales angers china panoramas: views from haiti gates foundation to double spending on vaccines hamas official murdered in dubai hotel islamic insurgents attack troops in the somali capital israel defends its inquiry into gaza war taliban bombers attack afghan provincial capital leaving nebraska for iraq u.n. mission head in afghanistan met with taliban envoys marines invest in local afghan projects,negative
2010-01-30,"haiti is again a canvas for approaches to aid main opposition leaders in iran call for rally political uncertainty grips a russian republic iraq mends a system to treat trauma u.s. seeks options for airlifting haitian patients 4 afghan soldiers are killed by a mistaken airstrike missile strikes kill 15 in pakistani tribal region, officials say food distribution retooled; americans arrested u.s. speeding up missile defenses in persian gulf u.s. deal with taiwan has china retaliating",negative
2010-01-31,u.s. arms for taiwan send beijing a message coupon system under way in haiti a crime writer’s pages come to life in his death trial of opposition leader could reshape malaysian politics pakistani taliban leader is reported dead u.s. to resume airlift of injured haitians thais say north korea arms were iran-bound an iraqi in america… security in an insecure land,negative
2010-02-01,"israel rebukes 2 for u.n. gaza compound shelling reading (rifle) magazines as marines move in, taliban fight a shadowy war russians rally around a falling enclave farm subsidy battles: a fighter looks back paternity claim challenges zuma’s stance on aids case stokes haiti’s fear for children, and itself 10 americans arrested in haiti u.s. will reimburse hospitals that treat haitians counterinsurgency, one stuck truck at a time",negative
2010-02-02,"coupons ease chaos in efforts to feed haitians after massacre, guinea sees hope of lifted chains u.s. drones said to strike along border in pakistan blair called a liar in iraq inquiry taps ukraine and russia trade spying charges opposition hardens line inside iran officials visit russian city amid protests it’s the economy, undergraduate malaysian figure to call premier in sodomy case",negative
2010-02-03,"europe leans toward bluefin trade ban sudan’s leader may be accused of genocide iran opposition leaders urge rally on anniversary for scots, a scourge unleashed by a bottle bank data may unveil german tax evaders, finance official says nepal waits as 2 armies, former foes, become one ferrari stays on top in valencia u.s. slights a disunited europe ban on hundreds of iraqi candidates overturned economic measures by north korea prompt new hardships and unrest",negative
2010-02-04,north korea appears to ease markets crackdown romanians accept plan for basing of missiles nato falls far short of helping afghans south ossetians warn against rearming georgia haiti charges americans with child abduction nine oscar nods for ‘the hurt locker’? tell us what you think top u.s. commander sees progress in afghanistan china hits back in u.s. yuan row india offers to resume talks with pakistan israeli minister adds heat to exchange with syria,negative
2010-02-05,"nato's imminent offensive in marja euro debt crisis is political test for bloc haiti hospital’s fight against tb falls to one man russia cool to u.s. plan for missiles in romania iraqis: adjusting to america, or not gates offers equipment to allies british lawmakers charged over expenses bill clinton, in haiti, emphasizes urgent need for sanitation and health care a u.s. citizen’s curious journey to a myanmar jail ukraine’s premier stumps for her turn at the top",negative
2010-02-06,"sinatra song often strikes deadly chord bleak portrait of haiti orphanages raises fears iraqi group says it captured american gates scoffs at iran nuclear claim afghan police kill 7 mistaken for insurgents rules do little to hinder iraq parliament race many in ivory coast may be left out from vote gay marriage puts mexico city at center of debate panoramas: tuberculosis patients with taliban leader reported dead, new pakistani figure emerges",negative
2010-02-07,ex-vice president may avoid run-off vote in costa rica iraqi court given time to review candidates second wave of f1 testing iran’s president moves ahead on uranium processing iran spurns nuclear offer opposition leader declares victory in ukraine foyer of patience orphanage detained health workers denounce philippine government,negative
2010-02-08,germany is chastised for stance on nuclear arms european union prepares for economic crisis meeting paperwork hinders airlifts of ill haitian children a call for stronger sanctions gates voices concern about warship sale to russia fake food coupons spread in haiti gunmen open fire on former official in pakistan russia names new leader for republic of dagestan sri lanka arrests defeated candidate yanukovich on track to win election,negative
2010-02-09,an interview with ai weiwei avalanches in the salang pass pugnacious apparent loser in ukraine remains silent russia: chechen leader drops suits inside the salang pass haitian man’s four-week-survival story draws amazement and some skepticism european debt issues top agenda for meeting german church faces child abuse charges new inroads on swiss bank secrecy wife of arrested candidate speaks out,negative
2010-02-10,"officials see slander in uzbek photos, but artists see censorship leader faulted on using army in iraqi politics suicide attack kills 17, mostly police, in pakistan britain discloses data on ex-detainee greeks strike amid financial crisis fia clarification on teams participation f1 testing begins again – sort of iraqi elections – the view from kurdistan china indicts rio tinto staff on bribery charges editor appeals sentence in china",negative
2010-02-11,"yemen’s government agrees to a cease-fire with rebel forces countdown to an afghan offensive on mandela’s release anniversary, zuma seeks high ground upholding a tradition of tolerance suicide bombers attack police compound in pakistan obama congratulates ukraine’s election winner author, 17, says it’s ‘mixing,’ not plagiarism wanted: rental boyfriend for lunar new year adviser to detained americans in haiti is investigated afghans try to reassure tribal elders on offensive",negative
2010-02-12,"the continuing assault  doctors haunted by haitians they couldn’t help a month after the quake, haiti takes stock coalition troops storm a taliban haven afghan offensive is new war model kenyan police disperse gay wedding security and eager crowds greet bollywood film marja 50 years ago: model villages and american money chinese contestant enters worldwide gay pageant waking up from american dreams",negative
2010-02-13,china hints at trials for 20 seeking asylum myanmar frees a pro-democracy leader same-sex couple stir fears of a ‘gay agenda’ education was also leveled by quake in haiti marines battle taliban fighters in offensive greek statistician is caught in limelight top judge suspends president’s judicial appointment in pakistan an idea of f1 team strength? india on alert after explosion kills 9 at bakery in western city church adviser may face warrant,negative
2010-02-14,"u.s. missiles kill 6 in pakistan at carnival time, a joyless haiti baghdad is red, clerics are blue: valentine’s back, roses for you palestinian president suspends aide in sex scandal india pursues a possible terror link to bomb blast errant u.s. rocket strike kills civilians in afghanistan myanmar frees an opposition leader a carnival artist without a carnival premier says fraud tainted ukraine vote wahhabi fanatics reported on the afghan frontier feb. 13, …1872",negative
2010-02-15,"marja: from usaid to u.s. marines iran rejects family’s charge that protester was tortured opposition grows in germany to bailout for greece a royal feast for clinton in saudi arabia iran defends human rights record before u.n. council hamas arrests british journalist in gaza cambodian addicts abused in detention, rights group says marines push ahead on taliban stronghold trafficking charges for adviser to jailed americans in haiti missionaries go to haiti, followed by scrutiny",negative
2010-02-16,"record number of journalists killed in 2009 prominent taliban commander captured addiction in cambodia it’s the economy, soldier new hints of skulduggery in hamas killing belgium: a driver survives a collision of two trains rail havoc after belgium rail crash planning to manage riches wisely marines in afghan assault grapple with civilian deaths pope urges irish bishops to confront sex abuse",negative
2010-02-17,"judge releases eight americans jailed in haiti snipers imperil u.s.-led forces in afghan offensive israelis share suspicions in hamas leader’s killing reactions to baradar’s arrest bbc host admits killing ailing partner high court in ukraine weighs appeal on election china intensifies tug of war with india on nepal officials to resume search for air france wreckage u.n. criticizes u.s. restrictions on aid for somalia positive views of israel, brought to you by israelis",negative
2010-02-18,"palace in niger is attacked by soldiers inspectors say iran worked on warhead obama meets dalai lama, and china is quick to protest marines sweep for taliban fighters in marja f1 testing continues, questions remain success in marja will hinge on civilian surge haiti frees 8 of 10 detained americans bomb at pakistan mosque kills dozens bigger issues lurk behind allah debate czech court bans far-right party",negative
2010-02-19,"afghan push went beyond traditional military goals just who is fighting in marja? in hungary, potential lessons for greece japan plans to ignore any u.n. ban on bluefin tuna iranian supreme leader denies nuclear arms push myths obscure voodoo, source of comfort in haiti calls in egypt for elbaradei to seek presidency rift grows as u.s. and china seek differing goals 12 in allied forces die in afghanistan photographic memories of baghdad",negative
2010-02-20,"cries for help via text messages are used to direct aid to haiti political standoff puts kenyans’ rage in focus arrest of prosecutor in turkey exposes tensions between secular and religious turks burmese refugees persecuted in bangladesh filipino politicians wield private armies, despite ban testing ends in jerez, as bigger tests continue for usf1 in turmoil, sunni party in iraq calls for vote boycott dutch government collapses over its stance on troops for afghanistan marines do heavy lifting as afghan army lags in battle ukraine leader drops vote challenge",negative
2010-02-21,u.s. commander describes marja battle as first salvo in campaign dutch pull-out from war expected after government collapse pakistan – fashion week,negative
2010-02-22,"birding in badakhshan lisbon pact failing to lift the e.u. on global stage india will step up security at commonwealth games e.u. decries passport use by assassins flight data show rendition planes landed in poland spike in iraq violence as vote nears combating worry israel’s plans for 2 sites stir unrest in west bank countless lost limbs alter life in haiti’s ruins afghan warlord with many enemies, and possibly one notorious ally, killed by suicide bomber",negative
2010-02-23,"gates calls european mood a danger to peace french air traffic control strike artists rally in beijing protest spanish town's bid to welcome nuclear waste site divides region ukraine’s new president to visit brussels before russia french ad shocks, but will it stop young smokers? washington sends delegation to moscow, via silicon valley china’s han flock to theme parks featuring minorities france’s air traffic controllers are latest to strike afghan leader asserts control over election body",negative
2010-02-24,"thailand bracing for ruling on thaksin’s assets regional shift helps darfur, amid doubts c.i.a. and pakistan work together, warily british panel condemns media group in phone hacking case waterworld france hopes visit by sarkozy will improve ties to rwanda inquiry grows in dubai assassination turkey unsettled by officer arrests turkish military chiefs jailed violence marks greek strike",negative
2010-02-25,"kabul bureau chief answers readers’ questions on marja falklands oil dispute escalates france may make mental violence a crime dispute shows argentina’s lack of oil exploration the lost children of haiti more clashes over israeli claim to shrine iraq to rehire 20,000 hussein-era army officers italian court action gives one victory to premier investigator says killer of rights worker identified mayor’s housing offer sets off row in jerusalem",negative
2010-02-26,iraqi sunnis pin their hopes on elections military announces new social media policy switzerland unruffled by qaddafi’s call for ‘jihad’ in wake of its ban on new minarets kabul attack raises security questions another puzzle after iran moves nuclear fuel  turkish leader defends inquiry into possible plot myanmar denies dissident’s appeal an attack on foreigners in kabul thai court seizes $1.4 billion from ex-premier guesthouses used by foreigners in kabul hit in deadly attacks,positive
2010-02-27,"penultimate day of final winter testing frustrated strivers  in pakistan turn to jihad 1.5 million displaced after chile quake powerful earthquake hits chile maps of the chile earthquake in yemen’s south, protests could cause more instability iran’s leader of opposition assails ‘cult’ of rulers changing face in poland: skinhead puts on skullcap cramped quarters define struggles of iraqis underwater plate cuts 400-mile gash",negative
2010-02-28,village attack leaves 11 dead in philippines storms in france kill at least 48 aftermath of the earthquake in chile documenting the damage in chile 2 million displaced after chile quake spain says it arrested basque militant leader winter testing ends in barcelona chile quake caught on camera frantic rescue efforts in chile as troops seek to keep order mario andretti turns 70 – goes to bahrain,negative
2010-03-01,"chile panorama ukraine makes pitch for stronger ties with e.u. ‘hero of ukraine’ splits nation, inside and out in marja, a vice president speaks with warmth, but reaps cool medvedev visits france in bid for closer ties two suspects entered u.s. after killing in dubai iranian authorities close 2 opposition publications vital route in caucasus is reopened, just barely immigrants rally for a nationwide strike in italy somali pirates taking trade to terra firma",negative
2010-03-02,"mudslides bury villages in eastern uganda iraq’s top cleric refuses to influence elections in iraq election, familiar faces but new coalitions iran arrests filmmaker who backed opposition german court orders stored telecom data deleted officials in china at odds over food scandal iraq’s hot new tv show: candidate debates u.n. official condemns gaza blockade candidate is stabbed to death in ethiopia scramble in chile to save quake victims ",negative
2010-03-03,"6 more iranian activists reported arrested a miniature world magnifies dwarf life in iraq, voters are optimistic, but cautious iraq elections: voter profile as guardian of the euro, merkel faces a difficult domestic balancing act european union sets modest target for growth russian olympic chief quits u.s. circulates new draft proposal for iran sanctions earthquake exposes fault lines in chilean politics taliban: bomb the ban",negative
2010-03-04,"haiti's enduring creativity fairy-tale land american didn’t plan to kill, italy judges say dark film on teenagers echoes from mall to church house panel says armenian deaths were genocide european parliament wields a wider influence people’s congress gets to work in china ahead of the vote, views from voters former rebels turned forest rangers in aceh iraq elections: voters in kufa",negative
2010-03-05,2010 iraqi elections: voter profile protests in greece risk and opportunity for women in 21st century a female approach to peacekeeping the nation full of strong women germany makes no financial pledge to greece russia says burnt body may belong to militant securing the peace in liberia iraqi elections: voter profile unity elusive as iraq grasps trappings of democracy,negative
2010-03-06,"henri salmide, 90, dies; german’s defiance saved a french port egyptian leader’s surgery in the news is news itself russia confirms killing of militant leader in raid china’s bank chief says currency is unlikely to rise seoul police link 1,700 pairs of shoes to 2 feet reports say afghan official in showcase city may have criminal background in basra, iraqi shiites face off again letting women reach women in afghan war profiting from iran, and the u.s. u.s. enriches companies defying its policy on iran",negative
2010-03-07,voting under fire in baghdad qaeda operative arrested in pakistan viewing the iraqi elections across the middle east myanmar’s ruling junta is selling state’s assets philippines expects record highs in extortion clashes kill dozens in central nigeria president obama congratulates iraqis on vote iraqis vote in spite of attacks hamilton almost quit formula one iraqi elections: live-blogging election day,negative
2010-03-08,"a setting sun? iraq election – viewed from basra, and dubai stirling moss injured in accident vice president biden visits israel junta says election law is complete in myanmar biden visits mideast to push peace talks candidates speculate on results of iraq vote blame game becomes far too tempting toll from religious and ethnic violence in nigeria rises to 500 quake kills 51 in eastern turkey",negative
2010-03-09,"sidewalk standoff in east jerusalem somalia food aid bypasses needy, u.n. study says gates tours market in former taliban town vatican on defense as sex scandals build iraqi officials to begin releasing vote tallies on wednesday israel intends to build civilian nuclear plants editor is fired after criticizing chinese registration system ravaged nigerian village is haunted by latest massacre maldives ban fishing of sharks assessing iraq's future",negative
2010-03-10,"interview: ‘my life with the taliban’ nigerians recount night of their bloody revenge winnie mandela’s remarks raise stir mohamed sayed tantawi, top cleric, dies at 81 2 multinationals pull back from iran obama pledges u.s. aid to haiti for iraqis, suffering is a reason to vote u.s. charity is attacked in pakistan; 6 are killed tycoon wins libel suit in ex-spy’s murder case iranian leader and gates trade jabs in afghanistan",negative
2010-03-11,"iraq elections: early results suggest very tight race iraqi elections israel charges 2 soldiers in gaza war case palestinians honor a figure reviled in israel as a terrorist u.s. report describes worsening human rights in iran and china the 2010 iraqi parliamentary elections season begins, schumacher dominates tale of botched traffic operation increases russians’ mistrust of moscow police a jostled princess, a heavy crown biden to leave mideast amid unease",negative
2010-03-12,"sarkozy's party gloomy over local elections arrest stokes concerns about radicalized muslims carl e. taylor, leader in global health care, is dead at 93 three officers face reprimands over 2008 battle pakistan army digs in on turf of the taliban china issues another warning to google on enforced censorship of the internet india and russia build ties with pacts a day of surprises at the first practice sessions in bahrain abuse scandal in germany edges closer to pope clearer limits sought in malaysia for shariah courts' role",negative
2010-03-13,"andrée peel, rescuer of allied airmen, dies at 105 obama and medvedev talk about arms treaty its sports empire crumbling, russia scrambles explosions rock afghan city, killing dozens new fraud cases point to lapses in iraq projects issue of presidency endangers iraq’s tenuous balance some palestinian jordanians lose citizenship vatican sees campaign against the pope fearing drug cartels, reporters in mexico retreat arrests in europe expose eta’s ties to venezuela",negative
2010-03-14,"shaken afghan city seeks more support from kabul socialists lead in early voting in france two drug slayings in mexico rock u.s. consulate panic in georgia after a mock news broadcast netanyahu offers apology, but no shift in policy china issues warning to major partners of google nico rosberg receives a little help from his friends protests urge resignation of leaders in thailand a ferrari 1-2 victory in bahrain chinese leader defends currency and policies",negative
2010-03-15,"uzbekistan expels human rights watch’s staff in afghan kilns, a cycle of debt and servitude in remote towns, survivors tell of a wave’s power video coverage of japan’s earthquake and nuclear crisis hamas forces break up pro-unity protests in gaza rights watch group forced to shut its uzbek office overwhelmed by toll, coastal town shifts focus to survivors timescast | the fight against disaster g-8 ministers fail to agree on libya no-flight zone unnerved by radiation talk, some leaving tokyo",negative
2010-03-16,"iraq elections: sadr and his rivals somalia’s president assails u.n. report on corruption iraq elections: sadr and his rivals  debriefing the bahrain grand prix followers of sadr emerge stronger after iraq elections once for ‘insiders’ only, an f1 guide goes online for all under fire, reporters befriend afghan frog in mexico, promises do little to ease a city’s pain china's rich debate tax on property rural haiti struggles to absorb displaced",negative
2010-03-17,"change comes to myanmar, but only on the junta’s terms acting leader of nigeria dissolves his cabinet high-end and high-speed in spain suspicion of arson at royal tombs fuels deadly clashes in uganda riots after uganda royal tomb fire merkel urges tougher rules for euro zone ‘the hurt locker’ through a baghdad lens israel seeks to mend rift with the u.s. taliban hit back in marja with a campaign of intimidation irish cardinal ‘ashamed’ of handling of ’75 abuse",negative
2010-03-18,ask anthony shadid about the iraq elections doctor asserts church ignored abuse warnings playing 'the game of death' raids aim to find killers of 3 in mexico navigating child policy in china israeli suggests steps to aid peace talks tiger deaths raise alarms about chinese zoos german archbishop  expresses shame over scandal report says china sold bad vaccines to hospitals thai protests to continue,negative
2010-03-19,"irish town puzzled by role in investigation u.s. frees detainees, but afghans’ anger persists the doctor who would be president iraqis gather to watch hollywood’s take on a war that has enveloped their lives in haiti, mental health system is in collapse remembering the fallen early backer of war, finally within grasp of power iran releases opposition leaders, rights advocates say adviser to americans jailed in haiti is arrested the worry over british consensus",negative
2010-03-20,"the hurt locker - as seen in iraq u.s. turns a blind eye to opium in afghan town official in china says western-style democracy won’t take root there a satirical site skewers chávez and politics with breakdown of order in russia’s dagestan region, fear stalks police  russian protests seeking ouster of putin fall short both sides claim success as diplomatic row wanes u.n. chief urges israel to end settlement building academic paper in china sets off alarms in u.s. girija prasad koirala, former nepali prime minister, dies at 86",negative
2010-03-21,"sarkozy meets with leaders of his party after defeat in regional elections army chief driving pakistan’s agenda for talks iraq’s premier endorses a recount of the vote bombs kill 13 afghans; elderly man dies in raid mexican traffickers sow chaos with blockades chinese official’s threat sets off a media furor senna’s 50th birthday what chinese censors don’t want you to know u.n. creates center for asian disaster relief girija prasad koirala, former nepal premier, dies at 85",negative
2010-03-22,a flock grows right at home for a priest in ukraine u.s. officials meet iraqi leader after recount call back to baghdad ivory sale rejected rio tinto employee admits taking bribes video: an afghan farmer or bomb maker? grandson of ex-leader is arrested in tehran farmer or bomb maker? reader q. and a. on the iraq elections germany suffers a fit of willfulness,negative
2010-03-23,"insurgent faction presents afghan peace plan a father's flock, at home in baghdad, the crime scene team u.s. and mexico revise joint antidrug strategy map of settlements around jerusalem fighting the taliban with cellphones questions linger in egypt as leader heals britain expels israel diplomat over fake passports de-baathification with a hacksaw ex-nazi guilty in wartime murders",negative
2010-03-24,"seeking lower fuel costs, ukraine may sell pipelines japan leader aims to root out bureaucrats germany begins to shed its role as e.u. integrator gunmen kill iraqi soldiers on guard in baghdad saudis arrest 113 militants china and russia pressed iran to accept u.n. deal russia and u.s. report breakthrough on arms  rio tinto trial ends in china, but verdict awaits pope accepts irish bishop’s resignation in abuse scandal abuse scandal’s ripples spread across europe",negative
2010-03-25,"u.s. and pakistan agree to reinforce strategic ties restlessness in russia’s western outpost bin laden threatens any americans held chávez critic is arrested, then freed, in venezuela conflicting demands test netanyahu despite authoritarian rule, myanmar art grows national identity bill divides slovakia spain allows case against noted judge suspicions over attacks keep india sensitive pirate suspects are released by naval force",negative
2010-03-26,"filipino political scion, set to assume the mantle as obama hails arms pact, applause in kremlin is faint zimbabwe shrugs off gay rights iraqi election results: reactions from around iraq election results in iraq netanyahu remains firm on jerusalem housing blasts kill dozens at cafe and restaurant north of baghdad tighter rules fail to stem deaths of innocent afghans at checkpoints pope had ‘no knowledge’ of transfer, vatican says south korean navy ship sinks in disputed waters",negative
2010-03-27,"mubarak returns to egypt; succession debate persists fleeing rebels kill hundreds of congolese along expected lines, celebrations and protests with scrutiny, vatican faces test of ‘moral credibility’ as archbishop, benedict focused on doctrine agencies suspect iran is planning atomic sites brown and party show signs of life maliki contests the result of iraq vote vettel sets stage for australian grand prix catholic order admits its founder abused boys over decades",negative
